 TIME                                    TempTop                                  TempBottom                               Node1                                    Node2                                    Node3                                    Node4                                    Node5                                    Node6                                    Node7                                    Node8                                    Node9                                    Node10                                  
  +3.5049999999999997E+01   +6.2304206447012689E+01   +6.2120399609992269E+01   +6.2304206447012689E+01   +6.2304205149711187E+01   +6.2304205149711187E+01   +6.2304205149711194E+01   +6.2304205149711187E+01   +6.2260961967702798E+01   +6.2120399609992269E+01   +6.1910861954891445E+01   +6.1606055469765366E+01   +6.0773375450871043E+01
  +3.5100000000000001E+01   +6.2291365919854726E+01   +6.2109671200850883E+01   +6.2291365919854726E+01   +6.2291364623444338E+01   +6.2291364623444338E+01   +6.2291364623444331E+01   +6.2291364623444338E+01   +6.2250148788728225E+01   +6.2109671200850883E+01   +6.1900156062438185E+01   +6.1594781155941682E+01   +6.0754138543330626E+01
  +3.5149999999999999E+01   +6.2278534213305697E+01   +6.2098948896329894E+01   +6.2278534213305697E+01   +6.2278532917785903E+01   +6.2278532917785903E+01   +6.2278532917785910E+01   +6.2278532917785910E+01   +6.2239338904996195E+01   +6.2098948896329894E+01   +6.1889455463770673E+01   +6.1583502054545676E+01   +6.0734931199902007E+01
  +3.5200000000000003E+01   +6.2265711322527352E+01   +6.2088232689134188E+01   +6.2265711322527352E+01   +6.2265710027897683E+01   +6.2265710027897683E+01   +6.2265710027897683E+01   +6.2265710027897683E+01   +6.2228532328098474E+01   +6.2088232689134188E+01   +6.1878760143350334E+01   +6.1572218234060863E+01   +6.0715753350987200E+01
  +3.5250000000000000E+01   +6.2252897242688171E+01   +6.2077522571987004E+01   +6.2252897242688171E+01   +6.2252895948948144E+01   +6.2252895948948144E+01   +6.2252895948948137E+01   +6.2252895948948137E+01   +6.2217729069570005E+01   +6.2077522571987004E+01   +6.1868070085782328E+01   +6.1560929762615096E+01   +6.0696604927238383E+01
  +3.5299999999999997E+01   +6.2240091968963299E+01   +6.2066818537629949E+01   +6.2240091968963299E+01   +6.2240090676112416E+01   +6.2240090676112416E+01   +6.2240090676112416E+01   +6.2240090676112409E+01   +6.2206929140889230E+01   +6.2066818537629949E+01   +6.1857385275814607E+01   +6.1549636707982366E+01   +6.0677485859556839E+01
  +3.5350000000000001E+01   +6.2227295496534524E+01   +6.2056120578823105E+01   +6.2227295496534524E+01   +6.2227294204572303E+01   +6.2227294204572303E+01   +6.2227294204572303E+01   +6.2227294204572303E+01   +6.2196132553478222E+01   +6.2056120578823105E+01   +6.1846705698336919E+01   +6.1538339137584529E+01   +6.0658396079091922E+01
  +3.5399999999999999E+01   +6.2214507820590306E+01   +6.2045428688345076E+01   +6.2214507820590306E+01   +6.2214506529516264E+01   +6.2214506529516264E+01   +6.2214506529516264E+01   +6.2214506529516264E+01   +6.2185339318702979E+01   +6.2045428688345076E+01   +6.1836031338379811E+01   +6.1527037118493098E+01   +6.0639335517239950E+01
  +3.5450000000000003E+01   +6.2201728936325679E+01   +6.2034742858993063E+01   +6.2201728936325679E+01   +6.2201727646139332E+01   +6.2201727646139325E+01   +6.2201727646139325E+01   +6.2201727646139332E+01   +6.2174549447873616E+01   +6.2034742858993063E+01   +6.1825362181113690E+01   +6.1515730717430969E+01   +6.0620304105643193E+01
  +3.5500000000000000E+01   +6.2188958838942277E+01   +6.2024063083582931E+01   +6.2188958838942277E+01   +6.2188957549643135E+01   +6.2188957549643135E+01   +6.2188957549643135E+01   +6.2188957549643135E+01   +6.2163762952244596E+01   +6.2024063083582931E+01   +6.1814698211847862E+01   +6.1504420000774147E+01   +6.0601301776188826E+01
  +3.5549999999999997E+01   +6.2176197523648298E+01   +6.2013389354949254E+01   +6.2176197523648298E+01   +6.2176196235235878E+01   +6.2176196235235878E+01   +6.2176196235235885E+01   +6.2176196235235878E+01   +6.2152979843014961E+01   +6.2013389354949254E+01   +6.1804039416029561E+01   +6.1493105034553508E+01   +6.0582328461007876E+01
  +3.5600000000000001E+01   +6.2163444985658494E+01   +6.2002721665945394E+01   +6.2163444985658494E+01   +6.2163443698132312E+01   +6.2163443698132312E+01   +6.2163443698132319E+01   +6.2163443698132312E+01   +6.2142200131328543E+01   +6.2002721665945394E+01   +6.1793385779243010E+01   +6.1481785884456507E+01   +6.0563384092474180E+01
  +3.5649999999999999E+01   +6.2150701220194144E+01   +6.1992060009443570E+01   +6.2150701220194144E+01   +6.2150699933553724E+01   +6.2150699933553724E+01   +6.2150699933553724E+01   +6.2150699933553724E+01   +6.2131423828274173E+01   +6.1992060009443570E+01   +6.1782737287208462E+01   +6.1470462615828879E+01   +6.0544468603203384E+01
  +3.5700000000000003E+01   +6.2137966222483030E+01   +6.1981404378334886E+01   +6.2137966222483030E+01   +6.2137964936727890E+01   +6.2137964936727890E+01   +6.2137964936727890E+01   +6.2137964936727890E+01   +6.2120650944885931E+01   +6.1981404378334886E+01   +6.1772093925781292E+01   +6.1459135293676361E+01   +6.0525581926051906E+01
  +3.5750000000000000E+01   +6.2125239987759450E+01   +6.1970754765529414E+01   +6.2125239987759450E+01   +6.2125238702889099E+01   +6.2125238702889099E+01   +6.2125238702889099E+01   +6.2125238702889099E+01   +6.2109881492143359E+01   +6.1970754765529414E+01   +6.1761455680951030E+01   +6.1447803982666372E+01   +6.0506723994115902E+01
  +3.5799999999999997E+01   +6.2112522511264103E+01   +6.1960111163956263E+01   +6.2112522511264103E+01   +6.2112521227278073E+01   +6.2112521227278073E+01   +6.2112521227278066E+01   +6.2112521227278073E+01   +6.2099115480971655E+01   +6.1960111163956263E+01   +6.1750822538840453E+01   +6.1436468747129702E+01   +6.0487894740730255E+01
  +3.5850000000000001E+01   +6.2099813788244177E+01   +6.1949473566563576E+01   +6.2099813788244177E+01   +6.2099812505141983E+01   +6.2099812505141983E+01   +6.2099812505141976E+01   +6.2099812505141976E+01   +6.2088352922241938E+01   +6.1949473566563576E+01   +6.1740194485704670E+01   +6.1425129651062207E+01   +6.0469094099467561E+01
  +3.5899999999999999E+01   +6.2087113813953280E+01   +6.1938841966318670E+01   +6.2087113813953280E+01   +6.2087112531734441E+01   +6.2087112531734434E+01   +6.2087112531734441E+01   +6.2087112531734441E+01   +6.2077593826771412E+01   +6.1938841966318670E+01   +6.1729571507930189E+01   +6.1413786758126456E+01   +6.0450322004137135E+01
  +3.5950000000000003E+01   +6.2074422583651419E+01   +6.1928216356208011E+01   +6.2074422583651419E+01   +6.2074421302315457E+01   +6.2074421302315457E+01   +6.2074421302315457E+01   +6.2074421302315464E+01   +6.2066838205323620E+01   +6.1928216356208011E+01   +6.1718953592034026E+01   +6.1402440131653393E+01   +6.0431578388783990E+01
  +3.6000000000000000E+01   +6.2061740092604985E+01   +6.1917596729237317E+01   +6.2061740092604985E+01   +6.2061738812151425E+01   +6.2061738812151425E+01   +6.2061738812151425E+01   +6.2061738812151418E+01   +6.2056086068608664E+01   +6.1917596729237317E+01   +6.1708340724662790E+01   +6.1391089834644013E+01   +6.0412863187687890E+01
  +3.6049999999999997E+01   +6.2049066785457676E+01   +6.1906983452614355E+01   +6.2049066785457676E+01   +6.2049065505976778E+01   +6.2049065505976778E+01   +6.2049065505976778E+01   +6.2049065505976778E+01   +6.2045337801466168E+01   +6.1906983452614355E+01   +6.1697733266774556E+01   +6.1379736304238079E+01   +6.0394177085503806E+01
  +3.6100000000000001E+01   +6.2036403555729819E+01   +6.1896377267222626E+01   +6.2036403555729819E+01   +6.2036402277311808E+01   +6.2036402277311801E+01   +6.2036402277311808E+01   +6.2036402277311808E+01   +6.2034594162452656E+01   +6.1896377267222626E+01   +6.1687131953112385E+01   +6.1368380351755476E+01   +6.0375521515715349E+01
  +3.6149999999999999E+01   +6.2023839303555249E+01   +6.1885778539558828E+01   +6.2023839303555249E+01   +6.2023838044060952E+01   +6.2023838044060945E+01   +6.2023838044060945E+01   +6.2023838044060945E+01   +6.2023413164853352E+01   +6.1885778539558828E+01   +6.1676537144142280E+01   +6.1357022414629341E+01   +6.0356897159865014E+01
  +3.6200000000000003E+01   +6.2011444488184154E+01   +6.1875186595252828E+01   +6.2011444488184154E+01   +6.2011443243992666E+01   +6.2011443243992666E+01   +6.2011443243992666E+01   +6.2011443243992666E+01   +6.2011443243992666E+01   +6.1875186595252828E+01   +6.1665948826074754E+01   +6.1345662556361525E+01   +6.0338303949104542E+01
  +3.6250000000000000E+01   +6.1999130396126922E+01   +6.1864600232062017E+01   +6.1999130396126922E+01   +6.1999129152943283E+01   +6.1999129152943283E+01   +6.1999129152943283E+01   +6.1999129152943290E+01   +6.1999129152943283E+01   +6.1864600232062017E+01   +6.1655366983843479E+01   +6.1334300840117784E+01   +6.0319741814826756E+01
  +3.6299999999999997E+01   +6.1986826280837157E+01   +6.1854018922308406E+01   +6.1986826280837157E+01   +6.1986825038660918E+01   +6.1986825038660918E+01   +6.1986825038660918E+01   +6.1986825038660911E+01   +6.1986825038660911E+01   +6.1854018922308406E+01   +6.1644791601221932E+01   +6.1322937328726688E+01   +6.0301210688664526E+01
  +3.6350000000000001E+01   +6.1974532137590586E+01   +6.1843442674022981E+01   +6.1974532137590586E+01   +6.1974530896421257E+01   +6.1974530896421250E+01   +6.1974530896421250E+01   +6.1974530896421257E+01   +6.1974530896421257E+01   +6.1843442674022981E+01   +6.1634222661740623E+01   +6.1311572084680137E+01   +6.0282710502489756E+01
  +3.6399999999999999E+01   +6.1962247961667764E+01   +6.1832871495178175E+01   +6.1962247961667764E+01   +6.1962246721504862E+01   +6.1962246721504862E+01   +6.1962246721504862E+01   +6.1962246721504862E+01   +6.1962246721504862E+01   +6.1832871495178175E+01   +6.1623660149090945E+01   +6.1300205170135087E+01   +6.0264241188412392E+01
  +3.6450000000000003E+01   +6.1949973748354097E+01   +6.1822305393688346E+01   +6.1949973748354097E+01   +6.1949972509197146E+01   +6.1949972509197153E+01   +6.1949972509197153E+01   +6.1949972509197153E+01   +6.1949972509197146E+01   +6.1822305393688346E+01   +6.1613104047124082E+01   +6.1288836646915264E+01   +6.0245802678779391E+01
  +3.6500000000000000E+01   +6.1937709492939788E+01   +6.1811744377410186E+01   +6.1937709492939788E+01   +6.1937708254788326E+01   +6.1937708254788326E+01   +6.1937708254788326E+01   +6.1937708254788326E+01   +6.1937708254788326E+01   +6.1811744377410186E+01   +6.1602554339849867E+01   +6.1277466576512857E+01   +6.0227394906173728E+01
  +3.6549999999999997E+01   +6.1925455190719873E+01   +6.1801188454143173E+01   +6.1925455190719873E+01   +6.1925453953573417E+01   +6.1925453953573417E+01   +6.1925453953573417E+01   +6.1925453953573417E+01   +6.1925453953573410E+01   +6.1801188454143173E+01   +6.1592011011435687E+01   +6.1266095020090233E+01   +6.0209017803413403E+01
  +3.6600000000000001E+01   +6.1913210836994161E+01   +6.1790637631629998E+01   +6.1913210836994161E+01   +6.1913209600852234E+01   +6.1913209600852234E+01   +6.1913209600852234E+01   +6.1913209600852234E+01   +6.1913209600852234E+01   +6.1790637631629998E+01   +6.1581474046205358E+01   +6.1254722038481596E+01   +6.0190671303550431E+01
  +3.6649999999999999E+01   +6.1900976427067228E+01   +6.1780091917557016E+01   +6.1900976427067228E+01   +6.1900975191929362E+01   +6.1900975191929362E+01   +6.1900975191929362E+01   +6.1900975191929362E+01   +6.1900975191929362E+01   +6.1780091917557016E+01   +6.1570943428638053E+01   +6.1243347692194696E+01   +6.0172355339869874E+01
  +3.6700000000000003E+01   +6.1888751956248427E+01   +6.1769551319554644E+01   +6.1888751956248427E+01   +6.1888750722114146E+01   +6.1888750722114139E+01   +6.1888750722114139E+01   +6.1888750722114139E+01   +6.1888750722114139E+01   +6.1769551319554644E+01   +6.1560419143367177E+01   +6.1231972041412462E+01   +6.0154069845888834E+01
  +3.6750000000000000E+01   +6.1876537419851822E+01   +6.1759015845197808E+01   +6.1876537419851822E+01   +6.1876536186720649E+01   +6.1876536186720649E+01   +6.1876536186720649E+01   +6.1876536186720642E+01   +6.1876536186720649E+01   +6.1759015845197808E+01   +6.1549901175179293E+01   +6.1220595145994693E+01   +6.0135814755355490E+01
  +3.6799999999999997E+01   +6.1864332813196192E+01   +6.1748485502006361E+01   +6.1864332813196192E+01   +6.1864331581067660E+01   +6.1864331581067660E+01   +6.1864331581067660E+01   +6.1864331581067660E+01   +6.1864331581067660E+01   +6.1748485502006361E+01   +6.1539389509013077E+01   +6.1209217065479713E+01   +6.0117590002248136E+01
  +3.6850000000000001E+01   +6.1852138131605024E+01   +6.1737960297445497E+01   +6.1852138131605024E+01   +6.1852136900478669E+01   +6.1852136900478662E+01   +6.1852136900478662E+01   +6.1852136900478662E+01   +6.1852136900478655E+01   +6.1737960297445497E+01   +6.1528884129958172E+01   +6.1197837859085965E+01   +6.0099395520774181E+01
  +3.6899999999999999E+01   +6.1839953370406512E+01   +6.1727440238926157E+01   +6.1839953370406512E+01   +6.1839952140281838E+01   +6.1839952140281838E+01   +6.1839952140281838E+01   +6.1839952140281845E+01   +6.1839952140281838E+01   +6.1727440238926157E+01   +6.1518385023254218E+01   +6.1186457585713697E+01   +6.0081231245369182E+01
  +3.6950000000000003E+01   +6.1827778524933485E+01   +6.1716925333805477E+01   +6.1827778524933485E+01   +6.1827777295810037E+01   +6.1827777295810037E+01   +6.1827777295810037E+01   +6.1827777295810037E+01   +6.1827777295810044E+01   +6.1716925333805477E+01   +6.1507892174289694E+01   +6.1175076303946589E+01   +6.0063097110695907E+01
  +3.7000000000000000E+01   +6.1815613590523455E+01   +6.1706415589387156E+01   +6.1815613590523455E+01   +6.1815612362400756E+01   +6.1815612362400756E+01   +6.1815612362400756E+01   +6.1815612362400756E+01   +6.1815612362400763E+01   +6.1706415589387156E+01   +6.1497405568600939E+01   +6.1163694072053318E+01   +6.0044993051643388E+01
  +3.7049999999999997E+01   +6.1803457252037553E+01   +6.1695909890373549E+01   +6.1803457252037553E+01   +6.1803456024650522E+01   +6.1803456024650522E+01   +6.1803456024650522E+01   +6.1803456024650515E+01   +6.1803456024650522E+01   +6.1695909890373549E+01   +6.1486924069322740E+01   +6.1152309824587917E+01   +6.0026916752901272E+01
  +3.7100000000000001E+01   +6.1791306885288527E+01   +6.1685406000161478E+01   +6.1791306885288527E+01   +6.1791305658372181E+01   +6.1791305658372188E+01   +6.1791305658372188E+01   +6.1791305658372181E+01   +6.1791305658372181E+01   +6.1685406000161478E+01   +6.1476445418763930E+01   +6.1140921372272260E+01   +6.0008863653595945E+01
  +3.7149999999999999E+01   +6.1779161177584442E+01   +6.1674902804748562E+01   +6.1779161177584442E+01   +6.1779159951138517E+01   +6.1779159951138517E+01   +6.1779159951138517E+01   +6.1779159951138510E+01   +6.1779159951138510E+01   +6.1674902804748562E+01   +6.1465968482589069E+01   +6.1129527646203151E+01   +5.9990831449595774E+01
  +3.7200000000000003E+01   +6.1767020126300032E+01   +6.1664400311440403E+01   +6.1767020126300032E+01   +6.1767018900324253E+01   +6.1767018900324253E+01   +6.1767018900324253E+01   +6.1767018900324253E+01   +6.1767018900324246E+01   +6.1664400311440403E+01   +6.1455493248234639E+01   +6.1118128697992283E+01   +5.9972820088856096E+01
  +3.7250000000000000E+01   +6.1754883728813446E+01   +6.1653898527495507E+01   +6.1754883728813446E+01   +6.1754882503307556E+01   +6.1754882503307556E+01   +6.1754882503307556E+01   +6.1754882503307556E+01   +6.1754882503307549E+01   +6.1653898527495507E+01   +6.1445019703267576E+01   +6.1106724578982679E+01   +5.9954829519519976E+01
  +3.7299999999999997E+01   +6.1742751982506221E+01   +6.1643397460125669E+01   +6.1742751982506221E+01   +6.1742750757469956E+01   +6.1742750757469963E+01   +6.1742750757469963E+01   +6.1742750757469956E+01   +6.1742750757469956E+01   +6.1643397460125669E+01   +6.1434547835384386E+01   +6.1095315340250004E+01   +5.9936859689917327E+01
  +3.7350000000000001E+01   +6.1730624884763323E+01   +6.1632897116496288E+01   +6.1730624884763323E+01   +6.1730623660196414E+01   +6.1730623660196414E+01   +6.1730623660196414E+01   +6.1730623660196414E+01   +6.1730623660196414E+01   +6.1632897116496288E+01   +6.1424077632410217E+01   +6.1083901032603997E+01   +5.9918910548564156E+01
  +3.7399999999999999E+01   +6.1718502432973025E+01   +6.1622397503726766E+01   +6.1718502432973025E+01   +6.1718501208875210E+01   +6.1718501208875217E+01   +6.1718501208875217E+01   +6.1718501208875210E+01   +6.1718501208875210E+01   +6.1622397503726766E+01   +6.1413609082297995E+01   +6.1072481706589777E+01   +5.9900982044161751E+01
  +3.7450000000000003E+01   +6.1706384624526990E+01   +6.1611898628890813E+01   +6.1706384624526990E+01   +6.1706383400898019E+01   +6.1706383400898012E+01   +6.1706383400898012E+01   +6.1706383400898012E+01   +6.1706383400898019E+01   +6.1611898628890813E+01   +6.1403142173127478E+01   +6.1061057412489220E+01   +5.9883074125595890E+01
  +3.7500000000000000E+01   +6.1694271456820246E+01   +6.1601400499016840E+01   +6.1694271456820246E+01   +6.1694270233659836E+01   +6.1694270233659836E+01   +6.1694270233659836E+01   +6.1694270233659836E+01   +6.1694270233659843E+01   +6.1601400499016840E+01   +6.1392676893104429E+01   +6.1049628200322296E+01   +5.9865186741936071E+01
  +3.7549999999999997E+01   +6.1682162927251120E+01   +6.1590903121088267E+01   +6.1682162927251120E+01   +6.1682161704559022E+01   +6.1682161704559022E+01   +6.1682161704559022E+01   +6.1682161704559022E+01   +6.1682161704559022E+01   +6.1590903121088267E+01   +6.1382213230559699E+01   +6.1038194119848406E+01   +5.9847319842434693E+01
  +3.7600000000000001E+01   +6.1670059033221278E+01   +6.1580406502043871E+01   +6.1670059033221278E+01   +6.1670057810997221E+01   +6.1670057810997228E+01   +6.1670057810997228E+01   +6.1670057810997228E+01   +6.1670057810997228E+01   +6.1580406502043871E+01   +6.1371751173948354E+01   +6.1026755220567694E+01   +5.9829473376526337E+01
  +3.7649999999999999E+01   +6.1657959772135676E+01   +6.1569910648778162E+01   +6.1657959772135676E+01   +6.1657958550379405E+01   +6.1657958550379405E+01   +6.1657958550379405E+01   +6.1657958550379405E+01   +6.1657958550379405E+01   +6.1569910648778162E+01   +6.1361290711848838E+01   +6.1015311551722398E+01   +5.9811647293826944E+01
  +3.7700000000000003E+01   +6.1645865141402567E+01   +6.1559415568141652E+01   +6.1645865141402567E+01   +6.1645863920113818E+01   +6.1645863920113811E+01   +6.1645863920113811E+01   +6.1645863920113818E+01   +6.1645863920113811E+01   +6.1559415568141652E+01   +6.1350831832962037E+01   +6.1003863162298146E+01   +5.9793841544133031E+01
  +3.7750000000000000E+01   +6.1633775138433485E+01   +6.1548921266941285E+01   +6.1633775138433485E+01   +6.1633773917611997E+01   +6.1633773917612004E+01   +6.1633773917612004E+01   +6.1633773917612004E+01   +6.1633773917612004E+01   +6.1548921266941285E+01   +6.1340374526110502E+01   +6.0992410101025278E+01   +5.9776056077420989E+01
  +3.7799999999999997E+01   +6.1621689760643250E+01   +6.1538427751940660E+01   +6.1621689760643250E+01   +6.1621688540288758E+01   +6.1621688540288758E+01   +6.1621688540288758E+01   +6.1621688540288758E+01   +6.1621688540288758E+01   +6.1538427751940660E+01   +6.1329918780237549E+01   +6.0980952416380120E+01   +5.9758290843846247E+01
  +3.7850000000000001E+01   +6.1609609005449883E+01   +6.1527935029860458E+01   +6.1609609005449883E+01   +6.1609607785562126E+01   +6.1609607785562126E+01   +6.1609607785562126E+01   +6.1609607785562126E+01   +6.1609607785562126E+01   +6.1527935029860458E+01   +6.1319464584406397E+01   +6.0969490156586325E+01   +5.9740545793742541E+01
  +3.7899999999999999E+01   +6.1597532870274691E+01   +6.1517443107378710E+01   +6.1597532870274691E+01   +6.1597531650853412E+01   +6.1597531650853412E+01   +6.1597531650853412E+01   +6.1597531650853412E+01   +6.1597531650853412E+01   +6.1517443107378710E+01   +6.1309011927799375E+01   +6.0958023369616107E+01   +5.9722820877621174E+01
  +3.7950000000000003E+01   +6.1585461352542190E+01   +6.1506951991131160E+01   +6.1585461352542190E+01   +6.1585460133587134E+01   +6.1585460133587134E+01   +6.1585460133587134E+01   +6.1585460133587134E+01   +6.1585460133587134E+01   +6.1506951991131160E+01   +6.1298560799717038E+01   +6.0946552103191571E+01   +5.9705116046170225E+01
  +3.8000000000000000E+01   +6.1573394449680123E+01   +6.1496461687711545E+01   +6.1573394449680123E+01   +6.1573393231191027E+01   +6.1573393231191027E+01   +6.1573393231191027E+01   +6.1573393231191027E+01   +6.1573393231191027E+01   +6.1496461687711545E+01   +6.1288111189577357E+01   +6.0935076404785953E+01   +5.9687431250253837E+01
  +3.8049999999999997E+01   +6.1561332159119424E+01   +6.1485972203671949E+01   +6.1561332159119424E+01   +6.1561330941096024E+01   +6.1561330941096024E+01   +6.1561330941096024E+01   +6.1561330941096024E+01   +6.1561330941096024E+01   +6.1485972203671949E+01   +6.1277663086914878E+01   +6.0923596321624913E+01   +5.9669766440911445E+01
  +3.8100000000000001E+01   +6.1549274478294208E+01   +6.1475483545523140E+01   +6.1549274478294208E+01   +6.1549273260736250E+01   +6.1549273260736257E+01   +6.1549273260736257E+01   +6.1549273260736257E+01   +6.1549273260736257E+01   +6.1475483545523140E+01   +6.1267216481379918E+01   +6.0912111900687783E+01   +5.9652121569357028E+01
  +3.8149999999999999E+01   +6.1537221404641798E+01   +6.1464995719734830E+01   +6.1537221404641798E+01   +6.1537220187549025E+01   +6.1537220187549018E+01   +6.1537220187549018E+01   +6.1537220187549018E+01   +6.1537220187549025E+01   +6.1464995719734830E+01   +6.1256771362737716E+01   +6.0900623188708813E+01   +5.9634496586978386E+01
  +3.8200000000000003E+01   +6.1525172935602654E+01   +6.1454508732736024E+01   +6.1525172935602654E+01   +6.1525171718974796E+01   +6.1525171718974804E+01   +6.1525171718974804E+01   +6.1525171718974804E+01   +6.1525171718974796E+01   +6.1454508732736024E+01   +6.1246327720867647E+01   +6.0889130232178445E+01   +5.9616891445336407E+01
  +3.8250000000000000E+01   +6.1513129068620401E+01   +6.1444022590915338E+01   +6.1513129068620401E+01   +6.1513127852457210E+01   +6.1513127852457217E+01   +6.1513127852457217E+01   +6.1513127852457217E+01   +6.1513127852457217E+01   +6.1444022590915338E+01   +6.1235885545762429E+01   +6.0877633077344534E+01   +5.9599306096164320E+01
  +3.8299999999999997E+01   +6.1501089801141802E+01   +6.1433537300621289E+01   +6.1501089801141802E+01   +6.1501088585443028E+01   +6.1501088585443028E+01   +6.1501088585443028E+01   +6.1501088585443021E+01   +6.1501088585443021E+01   +6.1433537300621289E+01   +6.1225444827527269E+01   +6.0866131770213599E+01   +5.9581740491366958E+01
  +3.8350000000000001E+01   +6.1489055130616769E+01   +6.1423052868162607E+01   +6.1489055130616769E+01   +6.1489053915382136E+01   +6.1489053915382144E+01   +6.1489053915382144E+01   +6.1489053915382144E+01   +6.1489053915382136E+01   +6.1423052868162607E+01   +6.1215005556379104E+01   +6.0854626356552039E+01   +5.9564194583020054E+01
  +3.8399999999999999E+01   +6.1477025054498306E+01   +6.1412569299808560E+01   +6.1477025054498306E+01   +6.1477023839727565E+01   +6.1477023839727565E+01   +6.1477023839727565E+01   +6.1477023839727572E+01   +6.1477023839727565E+01   +6.1412569299808560E+01   +6.1204567722645812E+01   +6.0843116881887362E+01   +5.9546668323369509E+01
  +3.8450000000000003E+01   +6.1464999570242526E+01   +6.1402086601789222E+01   +6.1464999570242526E+01   +6.1464998355935435E+01   +6.1464998355935435E+01   +6.1464998355935435E+01   +6.1464998355935435E+01   +6.1464998355935435E+01   +6.1402086601789222E+01   +6.1194131316765393E+01   +6.0831603391509390E+01   +5.9529161664830674E+01
  +3.8500000000000000E+01   +6.1452978675308657E+01   +6.1391604780295786E+01   +6.1452978675308657E+01   +6.1452977461464940E+01   +6.1452977461464940E+01   +6.1452977461464940E+01   +6.1452977461464940E+01   +6.1452977461464940E+01   +6.1391604780295786E+01   +6.1183696329285219E+01   +6.0820085930471507E+01   +5.9511674559987625E+01
  +3.8549999999999997E+01   +6.1440962367158981E+01   +6.1381123841480900E+01   +6.1440962367158981E+01   +6.1440961153778382E+01   +6.1440961153778382E+01   +6.1440961153778382E+01   +6.1440961153778375E+01   +6.1440961153778375E+01   +6.1381123841480900E+01   +6.1173262750861241E+01   +6.0808564543591807E+01   +5.9494206961592468E+01
  +3.8600000000000001E+01   +6.1428950643258865E+01   +6.1370643791458889E+01   +6.1428950643258865E+01   +6.1428949430341142E+01   +6.1428949430341142E+01   +6.1428949430341142E+01   +6.1428949430341135E+01   +6.1428949430341142E+01   +6.1370643791458889E+01   +6.1162830572257207E+01   +6.0797039275454338E+01   +5.9476758822564598E+01
  +3.8649999999999999E+01   +6.1416943501076759E+01   +6.1360164636306138E+01   +6.1416943501076759E+01   +6.1416942288621641E+01   +6.1416942288621641E+01   +6.1416942288621641E+01   +6.1416942288621641E+01   +6.1416942288621641E+01   +6.1360164636306138E+01   +6.1152399784343906E+01   +6.0785510170410269E+01   +5.9459330095990040E+01
  +3.8700000000000003E+01   +6.1404940938084110E+01   +6.1349686382061279E+01   +6.1404940938084110E+01   +6.1404939726091349E+01   +6.1404939726091349E+01   +6.1404939726091349E+01   +6.1404939726091349E+01   +6.1404939726091349E+01   +6.1349686382061279E+01   +6.1141970378098428E+01   +6.0773977272579096E+01   +5.9441920735120696E+01
  +3.8750000000000000E+01   +6.1392942951755444E+01   +6.1339209034725592E+01   +6.1392942951755444E+01   +6.1392941740224785E+01   +6.1392941740224785E+01   +6.1392941740224785E+01   +6.1392941740224792E+01   +6.1392941740224785E+01   +6.1339209034725592E+01   +6.1131542344603353E+01   +6.0762440625849784E+01   +5.9424530693373683E+01
  +3.8799999999999997E+01   +6.1380949539568299E+01   +6.1328732600263208E+01   +6.1380949539568299E+01   +6.1380948328499500E+01   +6.1380948328499493E+01   +6.1380948328499493E+01   +6.1380948328499500E+01   +6.1380948328499493E+01   +6.1328732600263208E+01   +6.1121115675046028E+01   +6.0750900273881982E+01   +5.9407159924330621E+01
  +3.8850000000000001E+01   +6.1368960699003217E+01   +6.1318257084601441E+01   +6.1368960699003217E+01   +6.1368959488396008E+01   +6.1368959488396008E+01   +6.1368959488396008E+01   +6.1368959488396001E+01   +6.1368959488396008E+01   +6.1318257084601441E+01   +6.1110690360717832E+01   +6.0739356260107172E+01   +5.9389808381736941E+01
  +3.8899999999999999E+01   +6.1356976427543771E+01   +6.1307782493631031E+01   +6.1356976427543771E+01   +6.1356975217397896E+01   +6.1356975217397896E+01   +6.1356975217397896E+01   +6.1356975217397896E+01   +6.1356975217397903E+01   +6.1307782493631031E+01   +6.1100266393013385E+01   +6.0727808627729814E+01   +5.9372476019501192E+01
  +3.8950000000000003E+01   +6.1344996722676505E+01   +6.1297308833206486E+01   +6.1344996722676505E+01   +6.1344995512991716E+01   +6.1344995512991716E+01   +6.1344995512991716E+01   +6.1344995512991709E+01   +6.1344995512991716E+01   +6.1297308833206486E+01   +6.1089843763429862E+01   +6.0716257419728528E+01   +5.9355162791694369E+01
  +3.9000000000000000E+01   +6.1333021581890947E+01   +6.1286836109146286E+01   +6.1333021581890947E+01   +6.1333020372666994E+01   +6.1333020372666994E+01   +6.1333020372666994E+01   +6.1333020372666994E+01   +6.1333020372666994E+01   +6.1286836109146286E+01   +6.1079422463566232E+01   +6.0704702678857238E+01   +5.9337868652549204E+01
  +3.9049999999999997E+01   +6.1321048818544604E+01   +6.1276362456319340E+01   +6.1321048818544604E+01   +6.1321047609340191E+01   +6.1321047609340191E+01   +6.1321047609340191E+01   +6.1321047609340191E+01   +6.1321047609340191E+01   +6.1276362456319340E+01   +6.1069000614208598E+01   +6.0693142575310787E+01   +5.9320589805751773E+01
