 TIME                                    TempTop                                  TempBottom                               Node1                                    Node2                                    Node3                                    Node4                                    Node5                                    Node6                                    Node7                                    Node8                                    Node9                                    Node10                                  
  +2.2550000000000001E+01   +6.2302244979097807E+01   +6.2132314191340818E+01   +6.2302244979097807E+01   +6.2302243734289263E+01   +6.2302243734289263E+01   +6.2302243734289263E+01   +6.2302243734289263E+01   +6.2266743003297471E+01   +6.2132314191340818E+01   +6.1936650005725859E+01   +6.1658191065827971E+01   +6.0866494560415703E+01
  +2.2600000000000001E+01   +6.2289919597866565E+01   +6.2122020249698721E+01   +6.2289919597866565E+01   +6.2289918353020006E+01   +6.2289918353020006E+01   +6.2289918353019999E+01   +6.2289918353020006E+01   +6.2256352012490431E+01   +6.2122020249698721E+01   +6.1926381593282770E+01   +6.1647349859259670E+01   +6.0847994729457803E+01
  +2.2649999999999999E+01   +6.2277593839785567E+01   +6.2111724789298449E+01   +6.2277593839785567E+01   +6.2277592594900902E+01   +6.2277592594900909E+01   +6.2277592594900909E+01   +6.2277592594900909E+01   +6.2245956869927859E+01   +6.2111724789298449E+01   +6.1916110853417017E+01   +6.1636496715515172E+01   +6.0829508563876495E+01
  +2.2699999999999999E+01   +6.2265267703850618E+01   +6.2101427805393691E+01   +6.2265267703850618E+01   +6.2265266458927741E+01   +6.2265266458927741E+01   +6.2265266458927748E+01   +6.2265266458927748E+01   +6.2235557586521566E+01   +6.2101427805393691E+01   +6.1905837773568813E+01   +6.1625631691304989E+01   +6.0811036016822854E+01
  +2.2750000000000000E+01   +6.2252941189061438E+01   +6.2091129293251441E+01   +6.2252941189061438E+01   +6.2252939944100248E+01   +6.2252939944100248E+01   +6.2252939944100248E+01   +6.2252939944100248E+01   +6.2225154173138485E+01   +6.2091129293251441E+01   +6.1895562341298351E+01   +6.1614754843061839E+01   +6.0792577041632377E+01
  +2.2800000000000001E+01   +6.2240614294421682E+01   +6.2080829248152085E+01   +6.2240614294421682E+01   +6.2240613049422080E+01   +6.2240613049422080E+01   +6.2240613049422080E+01   +6.2240613049422080E+01   +6.2214746640600808E+01   +6.2080829248152085E+01   +6.1885284544285014E+01   +6.1603866226942060E+01   +6.0774131591824158E+01
  +2.2850000000000001E+01   +6.2228287018938964E+01   +6.2070527665389477E+01   +6.2228287018938964E+01   +6.2228285773900843E+01   +6.2228285773900843E+01   +6.2228285773900843E+01   +6.2228285773900843E+01   +6.2204334999686232E+01   +6.2070527665389477E+01   +6.1875004370326593E+01   +6.1592965898826961E+01   +6.0755699621100071E+01
  +2.2899999999999999E+01   +6.2215959361624769E+01   +6.2060224540270980E+01   +6.2215959361624769E+01   +6.2215958116548038E+01   +6.2215958116548030E+01   +6.2215958116548038E+01   +6.2215958116548038E+01   +6.2193919261128059E+01   +6.2060224540270980E+01   +6.1864721807338491E+01   +6.1582053914324206E+01   +6.0737281083344001E+01
  +2.2949999999999999E+01   +6.2203631321494505E+01   +6.2049919868117577E+01   +6.2203631321494505E+01   +6.2203630076379056E+01   +6.2203630076379056E+01   +6.2203630076379056E+01   +6.2203630076379056E+01   +6.2183499435615403E+01   +6.2049919868117577E+01   +6.1854436843352936E+01   +6.1571130328769151E+01   +6.0718875932621039E+01
  +2.3000000000000000E+01   +6.2191302897567446E+01   +6.2039613644263888E+01   +6.2191302897567446E+01   +6.2191301652413188E+01   +6.2191301652413188E+01   +6.2191301652413188E+01   +6.2191301652413181E+01   +6.2173075533793380E+01   +6.2039613644263888E+01   +6.1844149466518225E+01   +6.1560195197226214E+01   +6.0700484123176665E+01
  +2.3050000000000001E+01   +6.2178973639495766E+01   +6.2029305489875483E+01   +6.2178973639495766E+01   +6.2178972394211854E+01   +6.2178972394211861E+01   +6.2178972394211854E+01   +6.2178972394211861E+01   +6.2162647192080463E+01   +6.2029305489875483E+01   +6.1833859290915136E+01   +6.1549248200023115E+01   +6.0682104859294434E+01
  +2.3100000000000001E+01   +6.2166642648065199E+01   +6.2018994652475314E+01   +6.2166642648065199E+01   +6.2166641402560849E+01   +6.2166641402560849E+01   +6.2166641402560842E+01   +6.2166641402560849E+01   +6.2152213673081540E+01   +6.2018994652475314E+01   +6.1823565557081814E+01   +6.1538288642712509E+01   +6.0663736596840870E+01
  +2.3149999999999999E+01   +6.2154309473804489E+01   +6.2008680754006363E+01   +6.2154309473804489E+01   +6.2154308228079664E+01   +6.2154308228079664E+01   +6.2154308228079664E+01   +6.2154308228079664E+01   +6.2141774613537933E+01   +6.2008680754006363E+01   +6.1813267880074115E+01   +6.1527316204141840E+01   +6.0645378544033385E+01
  +2.3199999999999999E+01   +6.2141974116484391E+01   +6.1998363790304872E+01   +6.2141974116484391E+01   +6.2141972870539078E+01   +6.2141972870539071E+01   +6.2141972870539071E+01   +6.2141972870539071E+01   +6.2131330023915567E+01   +6.1998363790304872E+01   +6.1802966248937437E+01   +6.1516330936500786E+01   +6.0627030659888185E+01
  +2.3250000000000000E+01   +6.2129636575878997E+01   +6.1988043757220218E+01   +6.2129636575878997E+01   +6.2129635329713160E+01   +6.2129635329713160E+01   +6.2129635329713160E+01   +6.2129635329713160E+01   +6.2120879914638998E+01   +6.1988043757220218E+01   +6.1792660652825930E+01   +6.1505332891727498E+01   +6.0608692903586714E+01
  +2.3300000000000001E+01   +6.2117296851765673E+01   +6.1977720650614991E+01   +6.2117296851765673E+01   +6.2117295605379297E+01   +6.2117295605379297E+01   +6.2117295605379297E+01   +6.2117295605379304E+01   +6.2110424296091601E+01   +6.1977720650614991E+01   +6.1782351081001742E+01   +6.1494322121509882E+01   +6.0590365234474852E+01
  +2.3350000000000001E+01   +6.2104954943925094E+01   +6.1967394466364993E+01   +6.2104954943925094E+01   +6.2104953697318152E+01   +6.2104953697318159E+01   +6.2104953697318152E+01   +6.2104953697318159E+01   +6.2099963178615710E+01   +6.1967394466364993E+01   +6.1772037522834317E+01   +6.1483298677286804E+01   +6.0572047612062285E+01
  +2.3399999999999999E+01   +6.2092610852141178E+01   +6.1957065200359374E+01   +6.2092610852141178E+01   +6.2092609605313655E+01   +6.2092609605313655E+01   +6.2092609605313648E+01   +6.2092609605313655E+01   +6.2089496572512793E+01   +6.1957065200359374E+01   +6.1761719967799692E+01   +6.1472262610249381E+01   +6.0553739996021733E+01
  +2.3449999999999999E+01   +6.2080264576201074E+01   +6.1946732848500623E+01   +6.2080264576201074E+01   +6.2080263329152949E+01   +6.2080263329152956E+01   +6.2080263329152949E+01   +6.2080263329152956E+01   +6.2079024488043594E+01   +6.1946732848500623E+01   +6.1751398405479783E+01   +6.1461213971342161E+01   +6.0535442346188219E+01
  +2.3500000000000000E+01   +6.2068046677163927E+01   +6.1936397406704629E+01   +6.2068046677163927E+01   +6.2068045456258503E+01   +6.2068045456258503E+01   +6.2068045456258503E+01   +6.2068045456258503E+01   +6.2067893997268165E+01   +6.1936397406704629E+01   +6.1741072825561666E+01   +6.1450152811264346E+01   +6.0517154622558380E+01
  +2.3550000000000001E+01   +6.2055982214119290E+01   +6.1926057886400834E+01   +6.2055982214119290E+01   +6.2055980998071838E+01   +6.2055980998071838E+01   +6.2055980998071838E+01   +6.2055980998071831E+01   +6.2055980998071838E+01   +6.1926057886400834E+01   +6.1730743217091579E+01   +6.1439079180471033E+01   +6.0498876785289767E+01
  +2.3600000000000001E+01   +6.2043940615696798E+01   +6.1915713115160877E+01   +6.2043940615696798E+01   +6.2043939399411691E+01   +6.2043939399411698E+01   +6.2043939399411698E+01   +6.2043939399411691E+01   +6.2043939399411691E+01   +6.1915713115160877E+01   +6.1720409567595695E+01   +6.1427993129172179E+01   +6.0480608794700096E+01
  +2.3649999999999999E+01   +6.2031896664222856E+01   +6.1905362910391190E+01   +6.2031896664222856E+01   +6.2031895447700101E+01   +6.2031895447700101E+01   +6.2031895447700101E+01   +6.2031895447700101E+01   +6.2031895447700094E+01   +6.1905362910391190E+01   +6.1710071863695596E+01   +6.1416894707331132E+01   +6.0462350611266579E+01
  +2.3699999999999999E+01   +6.2019850359744311E+01   +6.1895007280438179E+01   +6.2019850359744311E+01   +6.2019849142983908E+01   +6.2019849142983908E+01   +6.2019849142983908E+01   +6.2019849142983901E+01   +6.2019849142983908E+01   +6.1895007280438179E+01   +6.1699730092001325E+01   +6.1405783964665446E+01   +6.0444102195625184E+01
  +2.3750000000000000E+01   +6.2007801702310076E+01   +6.1884646233600492E+01   +6.2007801702310076E+01   +6.2007800485312039E+01   +6.2007800485312039E+01   +6.2007800485312039E+01   +6.2007800485312039E+01   +6.2007800485312039E+01   +6.1884646233600492E+01   +6.1689384239254863E+01   +6.1394660950648188E+01   +6.0425863508569947E+01
  +2.3800000000000001E+01   +6.1995750691971161E+01   +6.1874279778129406E+01   +6.1995750691971161E+01   +6.1995749474735490E+01   +6.1995749474735490E+01   +6.1995749474735490E+01   +6.1995749474735490E+01   +6.1995749474735483E+01   +6.1874279778129406E+01   +6.1679034292329234E+01   +6.1383525714509140E+01   +6.0407634511052279E+01
  +2.3850000000000001E+01   +6.1983697328780565E+01   +6.1863907922229146E+01   +6.1983697328780565E+01   +6.1983696111307275E+01   +6.1983696111307268E+01   +6.1983696111307268E+01   +6.1983696111307275E+01   +6.1983696111307275E+01   +6.1863907922229146E+01   +6.1668680238227658E+01   +6.1372378305236033E+01   +6.0389415164180235E+01
  +2.3899999999999999E+01   +6.1971641612793377E+01   +6.1853530674057254E+01   +6.1971641612793377E+01   +6.1971640395082446E+01   +6.1971640395082446E+01   +6.1971640395082446E+01   +6.1971640395082453E+01   +6.1971640395082446E+01   +6.1853530674057254E+01   +6.1658322064082682E+01   +6.1361218771575849E+01   +6.0371205429217845E+01
  +2.3949999999999999E+01   +6.1959583544066646E+01   +6.1843148041724938E+01   +6.1959583544066646E+01   +6.1959582326118110E+01   +6.1959582326118117E+01   +6.1959582326118117E+01   +6.1959582326118117E+01   +6.1959582326118110E+01   +6.1843148041724938E+01   +6.1647959757155306E+01   +6.1350047162035963E+01   +6.0353005267584393E+01
  +2.4000000000000000E+01   +6.1947523122659469E+01   +6.1832760033297447E+01   +6.1947523122659469E+01   +6.1947521904473312E+01   +6.1947521904473312E+01   +6.1947521904473312E+01   +6.1947521904473312E+01   +6.1947521904473312E+01   +6.1832760033297447E+01   +6.1637593304834120E+01   +6.1338863524885426E+01   +6.0334814640853779E+01
  +2.4050000000000001E+01   +6.1935458164497859E+01   +6.1822364785880474E+01   +6.1935458164497859E+01   +6.1935456945633085E+01   +6.1935456945633078E+01   +6.1935456945633078E+01   +6.1935456945633085E+01   +6.1935456945633085E+01   +6.1822364785880474E+01   +6.1627220823720577E+01   +6.1327666035820677E+01   +6.0316629760046041E+01
  +2.4100000000000001E+01   +6.1923384303754922E+01   +6.1811958567779584E+01   +6.1923384303754922E+01   +6.1923383083770652E+01   +6.1923383083770652E+01   +6.1923383083770652E+01   +6.1923383083770652E+01   +6.1923383083770659E+01   +6.1811958567779584E+01   +6.1616838562255872E+01   +6.1316450997768172E+01   +6.0298443093355090E+01
  +2.4149999999999999E+01   +6.1911299360423463E+01   +6.1801539518343724E+01   +6.1911299360423463E+01   +6.1911298139320053E+01   +6.1911298139320053E+01   +6.1911298139320053E+01   +6.1911298139320060E+01   +6.1911298139320053E+01   +6.1801539518343724E+01   +6.1606444641024588E+01   +6.1305216581228230E+01   +6.0280250869991633E+01
  +2.4199999999999999E+01   +6.1899203337935084E+01   +6.1791107645810214E+01   +6.1899203337935084E+01   +6.1899202115712889E+01   +6.1899202115712896E+01   +6.1899202115712896E+01   +6.1899202115712889E+01   +6.1899202115712896E+01   +6.1791107645810214E+01   +6.1596039050115920E+01   +6.1293962824506757E+01   +6.0262053072425843E+01
  +2.4250000000000000E+01   +6.1887096239721423E+01   +6.1780662958379338E+01   +6.1887096239721423E+01   +6.1887095016380790E+01   +6.1887095016380798E+01   +6.1887095016380798E+01   +6.1887095016380790E+01   +6.1887095016380798E+01   +6.1780662958379338E+01   +6.1585621779722118E+01   +6.1282689765741175E+01   +6.0243849683222663E+01
  +2.4300000000000001E+01   +6.1874978069214087E+01   +6.1770205464214591E+01   +6.1874978069214087E+01   +6.1874976844755352E+01   +6.1874976844755352E+01   +6.1874976844755352E+01   +6.1874976844755352E+01   +6.1874976844755359E+01   +6.1770205464214591E+01   +6.1575192820137822E+01   +6.1271397442901311E+01   +6.0225640685041363E+01
  +2.4350000000000001E+01   +6.1862848829844651E+01   +6.1759735171442969E+01   +6.1862848829844651E+01   +6.1862847604268175E+01   +6.1862847604268175E+01   +6.1862847604268175E+01   +6.1862847604268183E+01   +6.1862847604268183E+01   +6.1759735171442969E+01   +6.1564752161759436E+01   +6.1260085893790226E+01   +6.0207426060635086E+01
  +2.4399999999999999E+01   +6.1850708525044723E+01   +6.1749252088155266E+01   +6.1850708525044723E+01   +6.1850707298350841E+01   +6.1850707298350848E+01   +6.1850707298350848E+01   +6.1850707298350841E+01   +6.1850707298350841E+01   +6.1749252088155266E+01   +6.1554299795084468E+01   +6.1248755156045071E+01   +6.0189205792850395E+01
  +2.4449999999999999E+01   +6.1838557158245827E+01   +6.1738756222406323E+01   +6.1838557158245827E+01   +6.1838555930434893E+01   +6.1838555930434893E+01   +6.1838555930434893E+01   +6.1838555930434893E+01   +6.1838555930434893E+01   +6.1738756222406323E+01   +6.1543835710710880E+01   +6.1237405267137937E+01   +6.0170979864626830E+01
  +2.4500000000000000E+01   +6.1826394732879500E+01   +6.1728247582215268E+01   +6.1826394732879500E+01   +6.1826393503951856E+01   +6.1826393503951849E+01   +6.1826393503951849E+01   +6.1826393503951849E+01   +6.1826393503951856E+01   +6.1728247582215268E+01   +6.1533359899336496E+01   +6.1226036264376674E+01   +6.0152748258996468E+01
  +2.4550000000000001E+01   +6.1814221252377187E+01   +6.1717726175565872E+01   +6.1814221252377187E+01   +6.1814220022333181E+01   +6.1814220022333181E+01   +6.1814220022333181E+01   +6.1814220022333181E+01   +6.1814220022333181E+01   +6.1717726175565872E+01   +6.1522872351758302E+01   +6.1214648184905741E+01   +6.0134510959083464E+01
  +2.4600000000000001E+01   +6.1802036720170321E+01   +6.1707192010406715E+01   +6.1802036720170321E+01   +6.1802035489010294E+01   +6.1802035489010294E+01   +6.1802035489010294E+01   +6.1802035489010294E+01   +6.1802035489010294E+01   +6.1707192010406715E+01   +6.1512373058871887E+01   +6.1203241065707068E+01   +6.0116267948103619E+01
  +2.4649999999999999E+01   +6.1789841139690239E+01   +6.1696645094651522E+01   +6.1789841139690239E+01   +6.1789839907414539E+01   +6.1789839907414532E+01   +6.1789839907414532E+01   +6.1789839907414539E+01   +6.1789839907414539E+01   +6.1696645094651522E+01   +6.1501862011670767E+01   +6.1191814943600804E+01   +6.0098019209363933E+01
  +2.4699999999999999E+01   +6.1777634514368202E+01   +6.1686085436179404E+01   +6.1777634514368202E+01   +6.1777633280977177E+01   +6.1777633280977177E+01   +6.1777633280977177E+01   +6.1777633280977184E+01   +6.1777633280977177E+01   +6.1686085436179404E+01   +6.1491339201245786E+01   +6.1180369855246212E+01   +6.0079764726262198E+01
  +2.4750000000000000E+01   +6.1765416847635400E+01   +6.1675513042835114E+01   +6.1765416847635400E+01   +6.1765415613129399E+01   +6.1765415613129399E+01   +6.1765415613129399E+01   +6.1765415613129399E+01   +6.1765415613129399E+01   +6.1675513042835114E+01   +6.1480804618784504E+01   +6.1168905837142461E+01   +6.0061504482286537E+01
  +2.4800000000000001E+01   +6.1753188142922944E+01   +6.1664927922429300E+01   +6.1753188142922944E+01   +6.1753186907302307E+01   +6.1753186907302307E+01   +6.1753186907302307E+01   +6.1753186907302315E+01   +6.1753186907302315E+01   +6.1664927922429300E+01   +6.1470258255570556E+01   +6.1157422925629412E+01   +6.0043238461014951E+01
  +2.4850000000000001E+01   +6.1740948403661825E+01   +6.1654330082738788E+01   +6.1740948403661825E+01   +6.1740947166926915E+01   +6.1740947166926915E+01   +6.1740947166926915E+01   +6.1740947166926908E+01   +6.1740947166926908E+01   +6.1654330082738788E+01   +6.1459700102983071E+01   +6.1145921156888484E+01   +6.0024966646114962E+01
  +2.4899999999999999E+01   +6.1728697633282941E+01   +6.1643719531506825E+01   +6.1728697633282941E+01   +6.1728696395434085E+01   +6.1728696395434085E+01   +6.1728696395434085E+01   +6.1728696395434078E+01   +6.1728696395434078E+01   +6.1643719531506825E+01   +6.1449130152496046E+01   +6.1134400566943413E+01   +6.0006689021343107E+01
  +2.4949999999999999E+01   +6.1716435835217041E+01   +6.1633096276443311E+01   +6.1716435835217041E+01   +6.1716434596254601E+01   +6.1716434596254601E+01   +6.1716434596254601E+01   +6.1716434596254594E+01   +6.1716434596254601E+01   +6.1633096276443311E+01   +6.1438548395677756E+01   +6.1122861191661066E+01   +5.9988405570544543E+01
  +2.5000000000000000E+01   +6.1704163012894796E+01   +6.1622460325225092E+01   +6.1704163012894796E+01   +6.1704161772819106E+01   +6.1704161772819106E+01   +6.1704161772819106E+01   +6.1704161772819113E+01   +6.1704161772819106E+01   +6.1622460325225092E+01   +6.1427954824190152E+01   +6.1111303066752228E+01   +5.9970116277652650E+01
  +2.5050000000000001E+01   +6.1691879169746720E+01   +6.1611811685496171E+01   +6.1691879169746720E+01   +6.1691877928558135E+01   +6.1691877928558135E+01   +6.1691877928558135E+01   +6.1691877928558135E+01   +6.1691877928558135E+01   +6.1611811685496171E+01   +6.1417349429788253E+01   +6.1099726227772422E+01   +5.9951821126688564E+01
  +2.5100000000000001E+01   +6.1679584309203186E+01   +6.1601150364868005E+01   +6.1679584309203186E+01   +6.1679583066902048E+01   +6.1679583066902055E+01   +6.1679583066902055E+01   +6.1679583066902048E+01   +6.1679583066902048E+01   +6.1601150364868005E+01   +6.1406732204319567E+01   +6.1088130710122670E+01   +5.9933520101760784E+01
  +2.5149999999999999E+01   +6.1667278434694424E+01   +6.1590476370919689E+01   +6.1667278434694424E+01   +6.1667277191281087E+01   +6.1667277191281094E+01   +6.1667277191281094E+01   +6.1667277191281087E+01   +6.1667277191281094E+01   +6.1590476370919689E+01   +6.1396103139723500E+01   +6.1076516549050289E+01   +5.9915213187064751E+01
  +2.5199999999999999E+01   +6.1654961549650523E+01   +6.1579789711198252E+01   +6.1654961549650523E+01   +6.1654960305125329E+01   +6.1654960305125329E+01   +6.1654960305125329E+01   +6.1654960305125329E+01   +6.1654960305125321E+01   +6.1579789711198252E+01   +6.1385462228030768E+01   +6.1064883779649662E+01   +5.9896900366882413E+01
  +2.5250000000000000E+01   +6.1642633657501378E+01   +6.1569090393218893E+01   +6.1642633657501378E+01   +6.1642632411864660E+01   +6.1642632411864653E+01   +6.1642632411864653E+01   +6.1642632411864668E+01   +6.1642632411864660E+01   +6.1569090393218893E+01   +6.1374809461362808E+01   +6.1053232436863020E+01   +5.9878581625581852E+01
  +2.5300000000000001E+01   +6.1630294761676694E+01   +6.1558378424465197E+01   +6.1630294761676694E+01   +6.1630293514928823E+01   +6.1630293514928823E+01   +6.1630293514928823E+01   +6.1630293514928823E+01   +6.1630293514928816E+01   +6.1558378424465197E+01   +6.1364144831931220E+01   +6.1041562555481221E+01   +5.9860256947616840E+01
  +2.5350000000000001E+01   +6.1617944865606063E+01   +6.1547653812389413E+01   +6.1617944865606063E+01   +6.1617943617747379E+01   +6.1617943617747379E+01   +6.1617943617747379E+01   +6.1617943617747372E+01   +6.1617943617747372E+01   +6.1547653812389413E+01   +6.1353468332037174E+01   +6.1029874170144495E+01   +5.9841926317526443E+01
  +2.5399999999999999E+01   +6.1605583972718840E+01   +6.1536916564412650E+01   +6.1605583972718840E+01   +6.1605582723749670E+01   +6.1605582723749670E+01   +6.1605582723749670E+01   +6.1605582723749670E+01   +6.1605582723749670E+01   +6.1536916564412650E+01   +6.1342779954070828E+01   +6.1018167315343234E+01   +5.9823589719934610E+01
