 TIME                                    HW_Temp                                  HW_Flow                                  PVPower                                  PV4HW                                    HeaterHeat                               HeaterPower                              HeaterPerf                               Tank_FlowRate                            Tank_TempOut                             T_mains                                  T_amb                                    GHI                                     
  +1.8449999999999999E+01   +4.5000012580579849E+01   +5.3185547062597948E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.3704126880013916E+01   +6.0579874776149893E+01   +1.8045835354729647E+01   +2.9414999999999999E+01   +1.6092000000000007E+02
  +1.8500000000000000E+01   +4.5000015360714258E+01   +5.0637055138842427E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +3.2099051236856070E+01   +6.0566767650935432E+01   +1.8045766025287399E+01   +2.9405000000000001E+01   +1.5444000000000000E+02
  +1.8550000000000001E+01   +4.5000027303366139E+01   +4.6847581304289243E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.9706171307264459E+01   +6.0553537289264455E+01   +1.8045696699842932E+01   +2.9395000000000000E+01   +1.4363999999999979E+02
  +1.8600000000000001E+01   +4.5000031736187921E+01   +4.3058107469736072E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.7311852646123565E+01   +6.0540204903339159E+01   +1.8045627378396333E+01   +2.9385000000000005E+01   +1.2851999999999956E+02
  +1.8649999999999999E+01   +4.5000036161512952E+01   +3.9268633635183164E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.4916072329600418E+01   +6.0526793119059263E+01   +1.8045558060947698E+01   +2.9375000000000000E+01   +1.1340000000000042E+02
  +1.8699999999999999E+01   +4.5000040619404913E+01   +3.5479159800629986E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.2518801103925433E+01   +6.0513329233511357E+01   +1.8045488747497114E+01   +2.9364999999999998E+01   +9.8280000000000200E+01
  +1.8750000000000000E+01   +4.5000044488091831E+01   +3.1689685966076812E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +2.0120013942174420E+01   +6.0499843457048534E+01   +1.8045419438044661E+01   +2.9355000000000004E+01   +8.3159999999999997E+01
  +1.8800000000000001E+01   +4.5000048234305218E+01   +2.7900212131523638E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.7719692859170280E+01   +6.0486367646605856E+01   +1.8045350132590439E+01   +2.9344999999999999E+01   +6.8039999999999793E+01
  +1.8850000000000001E+01   +4.5002977763928953E+01   +2.4110738296970457E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.6982888749907208E+04   +3.1969560024895650E+03   +5.3122058661384530E+00   +1.5241452263188624E+01   +6.0690165623738352E+01   +1.8045280831134527E+01   +2.9335000000000004E+01   +5.2919999999999575E+01
  +1.8899999999999999E+01   +4.5005350585306502E+01   +2.0321264462417552E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.6759529511953660E+04   +3.2452134640280501E+03   +5.1643842148460442E+00   +1.2735038882323977E+01   +6.1065717828762082E+01   +1.8045211533677026E+01   +2.9325000000000003E+01   +3.7800000000000438E+01
  +1.8949999999999999E+01   +4.5005313394140437E+01   +1.6531790627864375E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.6532413119399745E+04   +3.2969444834260021E+03   +5.0144650214205999E+00   +1.0283436830161309E+01   +6.1386980668258616E+01   +1.8045142240218013E+01   +2.9314999999999998E+01   +2.2680000000000206E+01
  +1.9000000000000000E+01   +4.5005229055601795E+01   +1.2742316793311200E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.6299996306744490E+04   +3.3529164587021282E+03   +4.8614381456322855E+00   +7.8759510395302854E+00   +6.1663603416544369E+01   +1.8045072950757586E+01   +2.9305000000000003E+01   +7.5600000000000023E+00
  +1.9050000000000001E+01   +4.5004466162663270E+01   +1.1468085113980059E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.6061802601321346E+04   +3.4135030999302016E+03   +4.7053721030162423E+00   +7.0496721477683550E+00   +6.1901700973165212E+01   +1.8045003665295834E+01   +2.9289999999999999E+01   +0.0000000000000000E+00
  +1.9100000000000001E+01   +4.5002384063917823E+01   +1.0193853434648922E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.5351444447084405E+04   +3.4147711984922803E+03   +4.4955996209600775E+00   +6.2373289270124292E+00   +6.2102385376803433E+01   +1.8044934383832839E+01   +2.9270000000000007E+01   +0.0000000000000000E+00
  +1.9149999999999999E+01   +4.5002099718017405E+01   +8.9196217553178752E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.4625006595529841E+04   +3.4112306725537346E+03   +4.2873108441705350E+00   +5.4371195577834976E+00   +6.2268425629190226E+01   +1.8044865106368697E+01   +2.9250000000000000E+01   +0.0000000000000000E+00
  +1.9199999999999999E+01   +4.5001955345165292E+01   +7.6453900759867368E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.3919466278423728E+04   +3.4075648898250788E+03   +4.0848718623761169E+00   +4.6459555309892213E+00   +6.2405616417318399E+01   +1.8044795832903485E+01   +2.9229999999999997E+01   +0.0000000000000000E+00
  +1.9250000000000000E+01   +4.5001822000195865E+01   +6.3711583966555994E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.3235253450123819E+04   +3.4037689783115638E+03   +3.8884111095907148E+00   +3.8617554420765043E+00   +6.2518871902769099E+01   +1.8044726563437312E+01   +2.9210000000000004E+01   +0.0000000000000000E+00
  +1.9300000000000001E+01   +4.5001700761593206E+01   +5.0969267173244610E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.2572960776018384E+04   +3.3998398067162602E+03   +3.6981037786536226E+00   +3.0829249220679293E+00   +6.2612193269210920E+01   +1.8044657297970257E+01   +2.9189999999999998E+01   +0.0000000000000000E+00
  +1.9350000000000001E+01   +4.5001592455943303E+01   +3.8226950379933236E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.1933380247145018E+04   +3.3957770568783867E+03   +3.5141823823196541E+00   +2.3082158889965041E+00   +6.2688869153106431E+01   +1.8044588036502400E+01   +2.9170000000000005E+01   +0.0000000000000000E+00
  +1.9399999999999999E+01   +4.5001497864096208E+01   +2.5484633586622758E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.1317568806815518E+04   +3.3915849253469714E+03   +3.3369556466286032E+00   +1.5366468195013672E+00   +6.2751628865683898E+01   +1.8044518779033847E+01   +2.9150000000000002E+01   +0.0000000000000000E+00
  +1.9449999999999999E+01   +4.5001417822711005E+01   +1.2742316793311379E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0726929064691103E+04   +3.3872745772934854E+03   +3.1668317643545514E+00   +7.6744433510799426E-01   +6.2802760140300606E+01   +1.8044449525564666E+01   +2.9129999999999995E+01   +0.0000000000000000E+00
  +1.9500000000000000E+01   +6.2844073467616766E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0167816392236224E+04   +3.3829128827021786E+03   +3.0056393429271999E+00   +0.0000000000000000E+00   +6.2844211702807279E+01   +1.8044380276094966E+01   +2.9110000000000003E+01   +0.0000000000000000E+00
  +1.9550000000000001E+01   +6.2875321497795227E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0166872129966656E+04   +3.3839768404252577E+03   +3.0044152992168001E+00   +0.0000000000000000E+00   +6.2878799413380527E+01   +1.8044311030624833E+01   +2.9090000000000000E+01   +0.0000000000000000E+00
  +1.9600000000000001E+01   +6.2904770893685424E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0165927867697088E+04   +3.3850416654462238E+03   +3.0031912555064006E+00   +0.0000000000000000E+00   +6.2908273989092073E+01   +1.8044241789154341E+01   +2.9070000000000007E+01   +0.0000000000000000E+00
  +1.9649999999999999E+01   +6.2929342974277027E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0164983605427520E+04   +3.3861073588259933E+03   +3.0019672117959999E+00   +0.0000000000000000E+00   +6.2932821947128822E+01   +1.8044172551683602E+01   +2.9050000000000001E+01   +0.0000000000000000E+00
  +1.9699999999999999E+01   +6.2949215869109267E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0164039343157950E+04   +3.3871739216272094E+03   +3.0007431680856000E+00   +0.0000000000000000E+00   +6.2952636898977872E+01   +1.8044103318212677E+01   +2.9029999999999998E+01   +0.0000000000000000E+00
  +1.9750000000000000E+01   +6.2964697116069864E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0163095080888384E+04   +3.3882413549142557E+03   +2.9995191243752002E+00   +0.0000000000000000E+00   +6.2968066552654271E+01   +1.8044034088741686E+01   +2.9010000000000005E+01   +0.0000000000000000E+00
  +1.9800000000000001E+01   +6.2976314340821325E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0162150818618815E+04   +3.3893096597532476E+03   +2.9982950806647999E+00   +0.0000000000000000E+00   +6.2979842807928542E+01   +1.8043964863270691E+01   +2.8989999999999998E+01   +0.0000000000000000E+00
  +1.9850000000000001E+01   +6.2985036811979896E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0161206556349247E+04   +3.3903788372120471E+03   +2.9970710369544005E+00   +0.0000000000000000E+00   +6.2989635496202247E+01   +1.8043895641799793E+01   +2.8970000000000006E+01   +0.0000000000000000E+00
  +1.9899999999999999E+01   +6.2992484599210869E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2982593421708394E+01   +1.8043826424329087E+01   +2.8950000000000003E+01   +0.0000000000000000E+00
  +1.9949999999999999E+01   +6.2965418140969447E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2965418140969447E+01   +1.8043757210858647E+01   +2.8929999999999996E+01   +0.0000000000000000E+00
  +2.0000000000000000E+01   +6.2950102963172860E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2950102963172860E+01   +1.8043688001388578E+01   +2.8910000000000004E+01   +0.0000000000000000E+00
  +2.0050000000000001E+01   +6.2935485963241661E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2935485963241661E+01   +1.8043618795918952E+01   +2.8892500000000002E+01   +0.0000000000000000E+00
  +2.0100000000000001E+01   +6.2921718933600140E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2921718933600140E+01   +1.8043549594449871E+01   +2.8877499999999998E+01   +0.0000000000000000E+00
  +2.0149999999999999E+01   +6.2908105535160196E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2908105535160196E+01   +1.8043480396981423E+01   +2.8862500000000001E+01   +0.0000000000000000E+00
  +2.0199999999999999E+01   +6.2894493289571670E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2894493289571670E+01   +1.8043411203513696E+01   +2.8847500000000004E+01   +0.0000000000000000E+00
  +2.0250000000000000E+01   +6.2880882192498909E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2880882192498909E+01   +1.8043342014046768E+01   +2.8832500000000000E+01   +0.0000000000000000E+00
  +2.0300000000000001E+01   +6.2867272239620839E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2867272239620839E+01   +1.8043272828580747E+01   +2.8817500000000003E+01   +0.0000000000000000E+00
  +2.0350000000000001E+01   +6.2853663426631023E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2853663426631023E+01   +1.8043203647115710E+01   +2.8802499999999998E+01   +0.0000000000000000E+00
  +2.0399999999999999E+01   +6.2840352585102949E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2840352585102949E+01   +1.8043134469651740E+01   +2.8787500000000001E+01   +0.0000000000000000E+00
  +2.0449999999999999E+01   +6.2827460711651732E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2827460711651732E+01   +1.8043065296188939E+01   +2.8772500000000004E+01   +0.0000000000000000E+00
  +2.0500000000000000E+01   +6.2814690587989787E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2814690587989787E+01   +1.8042996126727392E+01   +2.8757500000000000E+01   +0.0000000000000000E+00
  +2.0550000000000001E+01   +6.2801920584903897E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2801920584903897E+01   +1.8042926961267181E+01   +2.8742500000000003E+01   +0.0000000000000000E+00
  +2.0600000000000001E+01   +6.2789150700329756E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2789150700329756E+01   +1.8042857799808406E+01   +2.8727499999999999E+01   +0.0000000000000000E+00
  +2.0649999999999999E+01   +6.2776380932210444E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2776380932210444E+01   +1.8042788642351148E+01   +2.8712500000000002E+01   +0.0000000000000000E+00
  +2.0699999999999999E+01   +6.2763611278496356E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2763611278496356E+01   +1.8042719488895500E+01   +2.8697500000000005E+01   +0.0000000000000000E+00
  +2.0750000000000000E+01   +6.2750841737145223E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2750841737145223E+01   +1.8042650339441543E+01   +2.8682500000000001E+01   +0.0000000000000000E+00
  +2.0800000000000001E+01   +6.2738072306122042E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2738072306122042E+01   +1.8042581193989378E+01   +2.8667500000000004E+01   +0.0000000000000000E+00
  +2.0850000000000001E+01   +6.2725302983399054E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2725302983399054E+01   +1.8042512052539085E+01   +2.8652500000000000E+01   +0.0000000000000000E+00
  +2.0899999999999999E+01   +6.2712533766955723E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2712533766955723E+01   +1.8042442915090756E+01   +2.8637500000000003E+01   +0.0000000000000000E+00
  +2.0949999999999999E+01   +6.2699764654778718E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2699764654778718E+01   +1.8042373781644482E+01   +2.8622500000000002E+01   +0.0000000000000000E+00
  +2.1000000000000000E+01   +6.2686995644861867E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2686995644861867E+01   +1.8042304652200347E+01   +2.8607500000000002E+01   +0.0000000000000000E+00
  +2.1050000000000001E+01   +6.2674226267019279E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2674226267019279E+01   +1.8042235526758439E+01   +2.8590000000000000E+01   +0.0000000000000000E+00
  +2.1100000000000001E+01   +6.2661455583425777E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2661455583425777E+01   +1.8042166405318852E+01   +2.8570000000000007E+01   +0.0000000000000000E+00
  +2.1149999999999999E+01   +6.2648683124871482E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2648683124871482E+01   +1.8042097287881685E+01   +2.8550000000000001E+01   +0.0000000000000000E+00
  +2.1199999999999999E+01   +6.2635908890220918E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2635908890220918E+01   +1.8042028174447001E+01   +2.8529999999999998E+01   +0.0000000000000000E+00
  +2.1250000000000000E+01   +6.2623132878344961E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2623132878344961E+01   +1.8041959065014908E+01   +2.8510000000000005E+01   +0.0000000000000000E+00
  +2.1300000000000001E+01   +6.2610355088120812E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2610355088120812E+01   +1.8041889959585482E+01   +2.8489999999999998E+01   +0.0000000000000000E+00
  +2.1350000000000001E+01   +6.2597799603539414E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2597799603539414E+01   +1.8041820858158822E+01   +2.8470000000000006E+01   +0.0000000000000000E+00
  +2.1399999999999999E+01   +6.2585486236261289E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2585486236261289E+01   +1.8041751760735021E+01   +2.8450000000000003E+01   +0.0000000000000000E+00
  +2.1449999999999999E+01   +6.2573190855775948E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2573190855775948E+01   +1.8041682667314156E+01   +2.8429999999999996E+01   +0.0000000000000000E+00
  +2.1500000000000000E+01   +6.2560893316939236E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2560893316939236E+01   +1.8041613577896321E+01   +2.8410000000000004E+01   +0.0000000000000000E+00
  +2.1550000000000001E+01   +6.2548593619393863E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2548593619393863E+01   +1.8041544492481606E+01   +2.8390000000000001E+01   +0.0000000000000000E+00
  +2.1600000000000001E+01   +6.2536291762786419E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2536291762786419E+01   +1.8041475411070099E+01   +2.8370000000000005E+01   +0.0000000000000000E+00
  +2.1649999999999999E+01   +6.2523987746767325E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2523987746767325E+01   +1.8041406333661882E+01   +2.8350000000000001E+01   +0.0000000000000000E+00
  +2.1699999999999999E+01   +6.2511681570990810E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2511681570990810E+01   +1.8041337260257052E+01   +2.8329999999999998E+01   +0.0000000000000000E+00
  +2.1750000000000000E+01   +6.2499373235114881E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2499373235114881E+01   +1.8041268190855700E+01   +2.8310000000000002E+01   +0.0000000000000000E+00
  +2.1800000000000001E+01   +6.2487062738801349E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2487062738801349E+01   +1.8041199125457911E+01   +2.8289999999999999E+01   +0.0000000000000000E+00
  +2.1850000000000001E+01   +6.2474750081715797E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2474750081715797E+01   +1.8041130064063765E+01   +2.8270000000000007E+01   +0.0000000000000000E+00
  +2.1899999999999999E+01   +6.2462435263527524E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2462435263527524E+01   +1.8041061006673370E+01   +2.8250000000000000E+01   +0.0000000000000000E+00
  +2.1949999999999999E+01   +6.2450118283909575E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2450118283909575E+01   +1.8040991953286795E+01   +2.8229999999999997E+01   +0.0000000000000000E+00
  +2.2000000000000000E+01   +6.2437799142538708E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2437799142538708E+01   +1.8040922903904146E+01   +2.8210000000000004E+01   +0.0000000000000000E+00
  +2.2050000000000001E+01   +6.2425478288466344E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2425478288466344E+01   +1.8040853858525491E+01   +2.8192500000000003E+01   +0.0000000000000000E+00
  +2.2100000000000001E+01   +6.2413156619617837E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2413156619617837E+01   +1.8040784817150943E+01   +2.8177499999999998E+01   +0.0000000000000000E+00
  +2.2149999999999999E+01   +6.2400834584183080E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2400834584183080E+01   +1.8040715779780570E+01   +2.8162500000000001E+01   +0.0000000000000000E+00
  +2.2199999999999999E+01   +6.2388512181117385E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2388512181117385E+01   +1.8040646746414478E+01   +2.8147500000000004E+01   +0.0000000000000000E+00
  +2.2250000000000000E+01   +6.2376189409380160E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2376189409380160E+01   +1.8040577717052741E+01   +2.8132500000000000E+01   +0.0000000000000000E+00
  +2.2300000000000001E+01   +6.2363866267934952E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2363866267934952E+01   +1.8040508691695450E+01   +2.8117500000000003E+01   +0.0000000000000000E+00
  +2.2350000000000001E+01   +6.2351542755749364E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2351542755749364E+01   +1.8040439670342710E+01   +2.8102499999999999E+01   +0.0000000000000000E+00
  +2.2399999999999999E+01   +6.2339218871795097E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2339218871795097E+01   +1.8040370652994586E+01   +2.8087500000000002E+01   +0.0000000000000000E+00
  +2.2449999999999999E+01   +6.2326894615047891E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2326894615047891E+01   +1.8040301639651187E+01   +2.8072500000000005E+01   +0.0000000000000000E+00
