 TIME                                    HW_Temp                                  HW_Flow                                  PVPower                                  PV4HW                                    HeaterHeat                               HeaterPower                              HeaterPerf                               Tank_FlowRate                            Tank_TempOut                             T_mains                                  T_amb                                    GHI                                     
  +3.6850000000000001E+01   +6.1852138131605024E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1852138131605024E+01   +1.8020592812388291E+01   +2.7047500000000003E+01   +1.8666700108958405E+03
  +3.6899999999999999E+01   +6.1839953370406512E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1839953370406512E+01   +1.8020524960104389E+01   +2.7062500000000000E+01   +1.8352204967661203E+03
  +3.6950000000000003E+01   +6.1827778524933485E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1827778524933485E+01   +1.8020457111850700E+01   +2.7077500000000001E+01   +1.8037836183986051E+03
  +3.7000000000000000E+01   +6.1815613590523455E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1815613590523455E+01   +1.8020389267627337E+01   +2.7092500000000001E+01   +1.7723623670696768E+03
  +3.7049999999999997E+01   +6.1803457252037553E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1803457252037553E+01   +1.8020321427434361E+01   +2.7100000000000001E+01   +1.7434629277146005E+03
  +3.7100000000000001E+01   +6.1791306885288527E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1791306885288527E+01   +1.8020253591271885E+01   +2.7100000000000001E+01   +1.7170852733943404E+03
  +3.7149999999999999E+01   +6.1779161177584442E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1779161177584442E+01   +1.8020185759139970E+01   +2.7100000000000001E+01   +1.6907279369035336E+03
  +3.7200000000000003E+01   +6.1767020126300032E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1767020126300032E+01   +1.8020117931038726E+01   +2.7100000000000001E+01   +1.6643935979177377E+03
  +3.7250000000000000E+01   +6.1754883728813446E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1754883728813446E+01   +1.8020050106968224E+01   +2.7100000000000001E+01   +1.6380849251303721E+03
  +3.7299999999999997E+01   +6.1742751982506221E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1742751982506221E+01   +1.8019982286928563E+01   +2.7100000000000001E+01   +1.6118045754989489E+03
  +3.7350000000000001E+01   +6.1730624884763323E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1730624884763323E+01   +1.8019914470919819E+01   +2.7100000000000001E+01   +1.5855551934946077E+03
  +3.7399999999999999E+01   +6.1718502432973025E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1718502432973025E+01   +1.8019846658942082E+01   +2.7100000000000001E+01   +1.5593394103551009E+03
  +3.7450000000000003E+01   +6.1706384624526990E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1706384624526990E+01   +1.8019778850995447E+01   +2.7100000000000001E+01   +1.5331598433413646E+03
  +3.7500000000000000E+01   +6.1694271456820246E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1694271456820246E+01   +1.8019711047079998E+01   +2.7100000000000001E+01   +1.5070190949979494E+03
  +3.7549999999999997E+01   +6.1682162927251120E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1682162927251120E+01   +1.8019643247195820E+01   +2.7100000000000001E+01   +1.4956220677378030E+03
  +3.7600000000000001E+01   +6.1670059033221278E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1670059033221278E+01   +1.8019575451343002E+01   +2.7100000000000001E+01   +1.4989085672112583E+03
  +3.7649999999999999E+01   +6.1657959772135676E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1657959772135676E+01   +1.8019507659521619E+01   +2.7100000000000001E+01   +1.5021547869340334E+03
  +3.7700000000000003E+01   +6.1645865141402567E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1645865141402567E+01   +1.8019439871731780E+01   +2.7100000000000001E+01   +1.5053595410231615E+03
  +3.7750000000000000E+01   +6.1633775138433485E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1633775138433485E+01   +1.8019372087973558E+01   +2.7100000000000001E+01   +1.5085216557370761E+03
  +3.7799999999999997E+01   +6.1621689760643250E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1621689760643250E+01   +1.8019304308247037E+01   +2.7100000000000001E+01   +1.5116399698193788E+03
  +3.7850000000000001E+01   +6.1609609005449883E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1609609005449883E+01   +1.8019236532552313E+01   +2.7100000000000001E+01   +1.5147133348395880E+03
  +3.7899999999999999E+01   +6.1597532870274691E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1597532870274691E+01   +1.8019168760889471E+01   +2.7100000000000001E+01   +1.5177406155307735E+03
  +3.7950000000000003E+01   +6.1585461352542190E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1585461352542190E+01   +1.8019100993258597E+01   +2.7100000000000001E+01   +1.5207206901239979E+03
  +3.8000000000000000E+01   +6.1573394449680123E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1573394449680123E+01   +1.8019033229659783E+01   +2.7100000000000001E+01   +1.5236524506794888E+03
  +3.8049999999999997E+01   +6.1561332159119424E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1561332159119424E+01   +1.8018965470093111E+01   +2.7100000000000001E+01   +1.5348813854837717E+03
  +3.8100000000000001E+01   +6.1549274478294208E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1549274478294208E+01   +1.8018897714558666E+01   +2.7100000000000001E+01   +1.5543701185940417E+03
  +3.8149999999999999E+01   +6.1537221404641798E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1537221404641798E+01   +1.8018829963056536E+01   +2.7100000000000001E+01   +1.5737575977097044E+03
  +3.8200000000000003E+01   +6.1525172935602654E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1525172935602654E+01   +1.8018762215586804E+01   +2.7100000000000001E+01   +1.5930412200541907E+03
  +3.8250000000000000E+01   +6.1513129068620401E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1513129068620401E+01   +1.8018694472149573E+01   +2.7100000000000001E+01   +1.6122184156267963E+03
  +3.8299999999999997E+01   +6.1501089801141802E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1501089801141802E+01   +1.8018626732744920E+01   +2.7100000000000001E+01   +1.6312866479526758E+03
  +3.8350000000000001E+01   +6.1489055130616769E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1489055130616769E+01   +1.8018558997372921E+01   +2.7100000000000001E+01   +1.6502434148245045E+03
  +3.8399999999999999E+01   +6.1477025054498306E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1477025054498306E+01   +1.8018491266033688E+01   +2.7100000000000001E+01   +1.6690862490355662E+03
  +3.8450000000000003E+01   +6.1464999570242526E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1464999570242526E+01   +1.8018423538727284E+01   +2.7100000000000001E+01   +1.6878127191041440E+03
  +3.8500000000000000E+01   +6.1452978675308657E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1452978675308657E+01   +1.8018355815453813E+01   +2.7100000000000001E+01   +1.7064204299889930E+03
  +3.8549999999999997E+01   +6.1440962367158981E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1440962367158981E+01   +1.8018288096213347E+01   +2.7100000000000001E+01   +1.6778807397061451E+03
  +3.8600000000000001E+01   +6.1428950643258865E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1428950643258865E+01   +1.8018220381005992E+01   +2.7100000000000001E+01   +1.6024644607456321E+03
  +3.8649999999999999E+01   +6.1416943501076759E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1416943501076759E+01   +1.8018152669831817E+01   +2.7100000000000001E+01   +1.5272940619115500E+03
  +3.8700000000000003E+01   +6.1404940938084110E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1404940938084110E+01   +1.8018084962690917E+01   +2.7100000000000001E+01   +1.4523760963786581E+03
  +3.8750000000000000E+01   +6.1392942951755444E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1392942951755444E+01   +1.8018017259583377E+01   +2.7100000000000001E+01   +1.3777170281011374E+03
  +3.8799999999999997E+01   +6.1380949539568299E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1380949539568299E+01   +1.8017949560509290E+01   +2.7100000000000001E+01   +1.3033232299850815E+03
  +3.8850000000000001E+01   +6.1368960699003217E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1368960699003217E+01   +1.8017881865468730E+01   +2.7100000000000001E+01   +1.2292009820847206E+03
  +3.8899999999999999E+01   +6.1356976427543771E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1356976427543771E+01   +1.8017814174461805E+01   +2.7100000000000001E+01   +1.1553564698226551E+03
  +3.8950000000000003E+01   +6.1344996722676505E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1344996722676505E+01   +1.8017746487488576E+01   +2.7100000000000001E+01   +1.0817957822344561E+03
  +3.9000000000000000E+01   +6.1333021581890947E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1333021581890947E+01   +1.8017678804549153E+01   +2.7100000000000001E+01   +1.0085249102382942E+03
  +3.9049999999999997E+01   +6.1321048818544604E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1321048818544604E+01   +1.8017611125643608E+01   +2.7087500000000002E+01   +9.3924000000000376E+02
  +3.9100000000000001E+01   +6.1309074064242914E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1309074064242914E+01   +1.8017543450772042E+01   +2.7062500000000000E+01   +8.7371999999999809E+02
  +3.9149999999999999E+01   +6.1297095136412132E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1297095136412132E+01   +1.8017475779934529E+01   +2.7037500000000001E+01   +8.0820000000000186E+02
  +3.9200000000000003E+01   +6.1285112035918253E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1285112035918253E+01   +1.8017408113131150E+01   +2.7012500000000003E+01   +7.4267999999999620E+02
  +3.9250000000000000E+01   +6.1273124763628267E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1273124763628267E+01   +1.8017340450362017E+01   +2.6987500000000001E+01   +6.7715999999999997E+02
  +3.9299999999999997E+01   +6.1261133320410131E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1261133320410131E+01   +1.8017272791627192E+01   +2.6962500000000002E+01   +6.1164000000000374E+02
  +3.9350000000000001E+01   +6.1249137707132824E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1249137707132824E+01   +1.8017205136926783E+01   +2.6937500000000000E+01   +5.4611999999999807E+02
  +3.9399999999999999E+01   +6.1237137924666264E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1237137924666264E+01   +1.8017137486260857E+01   +2.6912500000000001E+01   +4.8060000000000184E+02
  +3.9450000000000003E+01   +6.1225133973881327E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1225133973881327E+01   +1.8017069839629514E+01   +2.6887500000000003E+01   +4.1507999999999629E+02
  +3.9500000000000000E+01   +6.1213125855649885E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1213125855649885E+01   +1.8017002197032834E+01   +2.6862500000000001E+01   +3.4955999999999995E+02
  +3.9549999999999997E+01   +6.1201113570844740E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1201113570844740E+01   +1.8016934558470911E+01   +2.6837500000000002E+01   +3.3587999999999778E+02
  +3.9600000000000001E+01   +6.1189097120339639E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1189097120339639E+01   +1.8016866923943820E+01   +2.6812500000000000E+01   +3.7404000000000104E+02
  +3.9649999999999999E+01   +6.1177076505009246E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1177076505009246E+01   +1.8016799293451665E+01   +2.6787500000000001E+01   +4.1219999999999891E+02
  +3.9700000000000003E+01   +6.1165051725729214E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1165051725729214E+01   +1.8016731666994524E+01   +2.6762500000000003E+01   +4.5036000000000217E+02
  +3.9750000000000000E+01   +6.1153022783376052E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1153022783376052E+01   +1.8016664044572483E+01   +2.6737500000000001E+01   +4.8851999999999998E+02
  +3.9799999999999997E+01   +6.1140989678827225E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1140989678827225E+01   +1.8016596426185625E+01   +2.6712500000000002E+01   +5.2667999999999779E+02
  +3.9850000000000001E+01   +6.1128952412961098E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1128952412961098E+01   +1.8016528811834046E+01   +2.6687500000000000E+01   +5.6484000000000106E+02
  +3.9899999999999999E+01   +6.1116910986656912E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1116910986656912E+01   +1.8016461201517824E+01   +2.6662500000000001E+01   +6.0299999999999898E+02
  +3.9950000000000003E+01   +6.1104865400794843E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1104865400794843E+01   +1.8016393595237055E+01   +2.6637500000000003E+01   +6.4116000000000224E+02
  +4.0000000000000000E+01   +6.1092815656255922E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1092815656255922E+01   +1.8016325992991817E+01   +2.6612500000000001E+01   +6.7932000000000005E+02
  +4.0049999999999997E+01   +6.1080763064403101E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1080763064403101E+01   +1.8016258394782206E+01   +2.6594999999999999E+01   +7.3122035813714012E+02
  +4.0100000000000001E+01   +6.1068710245653179E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1068710245653179E+01   +1.8016190800608307E+01   +2.6585000000000004E+01   +7.9609818472963127E+02
  +4.0149999999999999E+01   +6.1056658508933140E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1056658508933140E+01   +1.8016123210470194E+01   +2.6575000000000003E+01   +8.5994975105342485E+02
  +4.0200000000000003E+01   +6.1044607853108722E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1044607853108722E+01   +1.8016055624367972E+01   +2.6564999999999998E+01   +9.2276447546055056E+02
  +4.0250000000000000E+01   +6.1032558277047706E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1032558277047706E+01   +1.8015988042301718E+01   +2.6555000000000003E+01   +9.8453213010085722E+02
  +4.0299999999999997E+01   +6.1020509779619864E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1020509779619864E+01   +1.8015920464271513E+01   +2.6545000000000002E+01   +1.0452428438731761E+03
  +4.0350000000000001E+01   +6.1008462359696942E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1008462359696942E+01   +1.8015852890277461E+01   +2.6535000000000004E+01   +1.1048871052848881E+03
  +4.0399999999999999E+01   +6.0996416016152743E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0996416016152743E+01   +1.8015785320319640E+01   +2.6525000000000002E+01   +1.1634557652192668E+03
  +4.0450000000000003E+01   +6.0984370747862990E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0984370747862990E+01   +1.8015717754398125E+01   +2.6515000000000001E+01   +1.2209400396100866E+03
  +4.0500000000000000E+01   +6.0972326553705422E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0972326553705422E+01   +1.8015650192513025E+01   +2.6505000000000003E+01   +1.2773315120224861E+03
  +4.0549999999999997E+01   +6.0960283432559727E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0960283432559727E+01   +1.8015582634664412E+01   +2.6495000000000001E+01   +1.2673188351497276E+03
  +4.0600000000000001E+01   +6.0948333734927594E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0948333734927594E+01   +1.8015515080852378E+01   +2.6485000000000003E+01   +1.1924087714747336E+03
  +4.0649999999999999E+01   +6.0936486296150775E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0936486296150775E+01   +1.8015447531077012E+01   +2.6475000000000001E+01   +1.1184148586186759E+03
  +4.0700000000000003E+01   +6.0924648738968529E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0924648738968529E+01   +1.8015379985338392E+01   +2.6465000000000000E+01   +1.0453448343000327E+03
  +4.0750000000000000E+01   +6.0912812083718229E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0912812083718229E+01   +1.8015312443636613E+01   +2.6455000000000002E+01   +9.7320611609571074E+02
  +4.0799999999999997E+01   +6.0900976329104829E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0900976329104829E+01   +1.8015244905971755E+01   +2.6445000000000000E+01   +9.0200579940190835E+02
  +4.0850000000000001E+01   +6.0889141473835160E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0889141473835160E+01   +1.8015177372343913E+01   +2.6435000000000002E+01   +8.3175065547803626E+02
