 TIME                                    TempTop                                  TempBottom                               C_Load                                   C_Tmax                                   C_Tmin                                   C_All                                   
  +3.5149999999999999E+01   +6.0734931199902007E+01   +6.2098948896329894E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5200000000000003E+01   +6.0715753350987200E+01   +6.2088232689134188E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5250000000000000E+01   +6.0696604927238383E+01   +6.2077522571987004E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5299999999999997E+01   +6.0677485859556839E+01   +6.2066818537629949E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5350000000000001E+01   +6.0658396079091922E+01   +6.2056120578823105E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5399999999999999E+01   +6.0639335517239950E+01   +6.2045428688345076E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5450000000000003E+01   +6.0620304105643193E+01   +6.2034742858993063E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5500000000000000E+01   +6.0601301776188826E+01   +6.2024063083582931E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5549999999999997E+01   +6.0582328461007876E+01   +6.2013389354949254E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5600000000000001E+01   +6.0563384092474180E+01   +6.2002721665945394E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5649999999999999E+01   +6.0544468603203384E+01   +6.1992060009443570E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5700000000000003E+01   +6.0525581926051906E+01   +6.1981404378334886E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5750000000000000E+01   +6.0506723994115902E+01   +6.1970754765529414E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5799999999999997E+01   +6.0487894740730255E+01   +6.1960111163956263E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5850000000000001E+01   +6.0469094099467561E+01   +6.1949473566563576E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5899999999999999E+01   +6.0450322004137135E+01   +6.1938841966318670E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.5950000000000003E+01   +6.0431578388783990E+01   +6.1928216356208011E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6000000000000000E+01   +6.0412863187687890E+01   +6.1917596729237317E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6049999999999997E+01   +6.0394177085503806E+01   +6.1906983452614355E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6100000000000001E+01   +6.0375521515715349E+01   +6.1896377267222626E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6149999999999999E+01   +6.0356897159865014E+01   +6.1885778539558828E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6200000000000003E+01   +6.0338303949104542E+01   +6.1875186595252828E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6250000000000000E+01   +6.0319741814826756E+01   +6.1864600232062017E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6299999999999997E+01   +6.0301210688664526E+01   +6.1854018922308406E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6350000000000001E+01   +6.0282710502489756E+01   +6.1843442674022981E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6399999999999999E+01   +6.0264241188412392E+01   +6.1832871495178175E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6450000000000003E+01   +6.0245802678779391E+01   +6.1822305393688346E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6500000000000000E+01   +6.0227394906173728E+01   +6.1811744377410186E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6549999999999997E+01   +6.0209017803413403E+01   +6.1801188454143173E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6600000000000001E+01   +6.0190671303550431E+01   +6.1790637631629998E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6649999999999999E+01   +6.0172355339869874E+01   +6.1780091917557016E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6700000000000003E+01   +6.0154069845888834E+01   +6.1769551319554644E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6750000000000000E+01   +6.0135814755355490E+01   +6.1759015845197808E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6799999999999997E+01   +6.0117590002248136E+01   +6.1748485502006361E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6850000000000001E+01   +6.0099395520774181E+01   +6.1737960297445497E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6899999999999999E+01   +6.0081231245369182E+01   +6.1727440238926157E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.6950000000000003E+01   +6.0063097110695907E+01   +6.1716925333805477E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7000000000000000E+01   +6.0044993051643388E+01   +6.1706415589387156E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7049999999999997E+01   +6.0026916752901272E+01   +6.1695909890373549E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7100000000000001E+01   +6.0008863653595945E+01   +6.1685406000161478E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7149999999999999E+01   +5.9990831449595774E+01   +6.1674902804748562E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7200000000000003E+01   +5.9972820088856096E+01   +6.1664400311440403E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7250000000000000E+01   +5.9954829519519976E+01   +6.1653898527495507E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7299999999999997E+01   +5.9936859689917327E+01   +6.1643397460125669E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7350000000000001E+01   +5.9918910548564156E+01   +6.1632897116496288E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7399999999999999E+01   +5.9900982044161751E+01   +6.1622397503726766E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7450000000000003E+01   +5.9883074125595890E+01   +6.1611898628890813E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7500000000000000E+01   +5.9865186741936071E+01   +6.1601400499016840E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7549999999999997E+01   +5.9847319842434693E+01   +6.1590903121088267E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7600000000000001E+01   +5.9829473376526337E+01   +6.1580406502043871E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7649999999999999E+01   +5.9811647293826944E+01   +6.1569910648778162E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7700000000000003E+01   +5.9793841544133031E+01   +6.1559415568141652E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7750000000000000E+01   +5.9776056077420989E+01   +6.1548921266941285E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7799999999999997E+01   +5.9758290843846247E+01   +6.1538427751940660E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7850000000000001E+01   +5.9740545793742541E+01   +6.1527935029860458E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7899999999999999E+01   +5.9722820877621174E+01   +6.1517443107378710E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.7950000000000003E+01   +5.9705116046170225E+01   +6.1506951991131160E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8000000000000000E+01   +5.9687431250253837E+01   +6.1496461687711545E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8049999999999997E+01   +5.9669766440911445E+01   +6.1485972203671949E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8100000000000001E+01   +5.9652121569357028E+01   +6.1475483545523140E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8149999999999999E+01   +5.9634496586978386E+01   +6.1464995719734830E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8200000000000003E+01   +5.9616891445336407E+01   +6.1454508732736024E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8250000000000000E+01   +5.9599306096164320E+01   +6.1444022590915338E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8299999999999997E+01   +5.9581740491366958E+01   +6.1433537300621289E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8350000000000001E+01   +5.9564194583020054E+01   +6.1423052868162607E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8399999999999999E+01   +5.9546668323369509E+01   +6.1412569299808560E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8450000000000003E+01   +5.9529161664830674E+01   +6.1402086601789222E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8500000000000000E+01   +5.9511674559987625E+01   +6.1391604780295786E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8549999999999997E+01   +5.9494206961592468E+01   +6.1381123841480900E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8600000000000001E+01   +5.9476758822564598E+01   +6.1370643791458889E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8649999999999999E+01   +5.9459330095990040E+01   +6.1360164636306138E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8700000000000003E+01   +5.9441920735120696E+01   +6.1349686382061279E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8750000000000000E+01   +5.9424530693373683E+01   +6.1339209034725592E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8799999999999997E+01   +5.9407159924330621E+01   +6.1328732600263208E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8850000000000001E+01   +5.9389808381736941E+01   +6.1318257084601441E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8899999999999999E+01   +5.9372476019501192E+01   +6.1307782493631031E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.8950000000000003E+01   +5.9355162791694369E+01   +6.1297308833206486E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9000000000000000E+01   +5.9337868652549204E+01   +6.1286836109146286E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9049999999999997E+01   +5.9320589805751773E+01   +6.1276362456319340E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9100000000000001E+01   +5.9303318712169187E+01   +6.1265884140804204E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9149999999999999E+01   +5.9286051593692548E+01   +6.1255399299732652E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9200000000000003E+01   +5.9268788425479592E+01   +6.1244907939134535E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9250000000000000E+01   +5.9251529182790037E+01   +6.1234410065012263E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9299999999999997E+01   +5.9234273840985125E+01   +6.1223905683341080E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9350000000000001E+01   +5.9217022375527158E+01   +6.1213394800069231E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9399999999999999E+01   +5.9199774761979093E+01   +6.1202877421118160E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9450000000000003E+01   +5.9182530976004045E+01   +6.1192353552382741E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9500000000000000E+01   +5.9165290993364891E+01   +6.1181823199731475E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9549999999999997E+01   +5.9148054789923819E+01   +6.1171286369006680E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9600000000000001E+01   +5.9130822341641860E+01   +6.1160743066024708E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9649999999999999E+01   +5.9113593624578527E+01   +6.1150193296576127E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9700000000000003E+01   +5.9096368614891297E+01   +6.1139637066425941E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9750000000000000E+01   +5.9079147288835230E+01   +6.1129074381313764E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9799999999999997E+01   +5.9061929622762548E+01   +6.1118505246954022E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9850000000000001E+01   +5.9044715593122177E+01   +6.1107929669036160E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9899999999999999E+01   +5.9027505176459321E+01   +6.1097347653224816E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +3.9950000000000003E+01   +5.9010298349415095E+01   +6.1086759205160021E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0000000000000000E+01   +5.8993095088726029E+01   +6.1076164330457388E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0049999999999997E+01   +5.8975897621648343E+01   +6.1065564157256645E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0100000000000001E+01   +5.8958710421320490E+01   +6.1054960934926385E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0149999999999999E+01   +5.8941535704456570E+01   +6.1044355790158335E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0200000000000003E+01   +5.8924373435999904E+01   +6.1033748728260782E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0250000000000000E+01   +5.8907223581021050E+01   +6.1023139754514169E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0299999999999997E+01   +5.8890086104717241E+01   +6.1012528874171338E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0350000000000001E+01   +5.8872960972411875E+01   +6.1001916092457762E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0399999999999999E+01   +5.8855848149553964E+01   +6.0991301414571694E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0450000000000003E+01   +5.8838747601717607E+01   +6.0980684845684465E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0500000000000000E+01   +5.8821659294601481E+01   +6.0970066390940630E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0549999999999997E+01   +5.8804583194028282E+01   +6.0959446055458166E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0600000000000001E+01   +5.8787519265944240E+01   +6.0948269622721028E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0649999999999999E+01   +5.8770467476418553E+01   +6.0936485100546427E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0700000000000003E+01   +5.8753427791641009E+01   +6.0924647543455336E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0750000000000000E+01   +5.8736400177919364E+01   +6.0912810888296072E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0799999999999997E+01   +5.8719384601678698E+01   +6.0900975133773571E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0850000000000001E+01   +5.8702381029460966E+01   +6.0889140278594674E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0899999999999999E+01   +5.8685389427924505E+01   +6.0877306321468097E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.0950000000000003E+01   +5.8668409763843606E+01   +6.0865473261104533E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1000000000000000E+01   +5.8651442004108020E+01   +6.0853641096216521E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1049999999999997E+01   +5.8552809652399773E+01   +6.0841749678967673E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1100000000000001E+01   +5.8292074711720957E+01   +6.0829680486251981E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1149999999999999E+01   +5.7872534294339516E+01   +6.0817074713164921E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1200000000000003E+01   +5.7299357165688278E+01   +6.0803619034082764E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1250000000000000E+01   +5.6579476226074178E+01   +6.0789256437720816E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1299999999999997E+01   +5.5721448921370580E+01   +6.0773895326923849E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1350000000000001E+01   +5.4735288698322819E+01   +6.0757387637207927E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1399999999999999E+01   +5.3632271282676335E+01   +6.0739500909575362E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1450000000000003E+01   +5.2424721166290496E+01   +6.0719876823259284E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1500000000000000E+01   +5.1125783902676694E+01   +6.0697974358165986E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1549999999999997E+01   +4.9749190021725340E+01   +6.0673004673379104E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1600000000000001E+01   +4.8309017955431322E+01   +6.0643855443827846E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1649999999999999E+01   +4.6819460435697295E+01   +6.0609009018243960E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1700000000000003E+01   +4.5294596859401253E+01   +6.0566460387837537E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1750000000000000E+01   +4.3748178928334383E+01   +6.0513641241343898E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1799999999999997E+01   +4.2193434991689962E+01   +6.0447356417797209E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1850000000000001E+01   +4.0642895445732456E+01   +6.0363740394757855E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1899999999999999E+01   +3.9108243791237427E+01   +6.0258240832567438E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.1950000000000003E+01   +3.7600195778953641E+01   +6.0125635346783383E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2000000000000000E+01   +3.6128401289408892E+01   +5.9960085587477678E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2049999999999997E+01   +3.4757146126990591E+01   +5.9764624068698240E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2100000000000001E+01   +3.3533468806651214E+01   +5.9545754813744345E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2149999999999999E+01   +3.2439877890976405E+01   +5.9305359708886478E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2200000000000003E+01   +3.1461208532773362E+01   +5.9045761346014764E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2250000000000000E+01   +3.0584293301387721E+01   +5.8769588801904973E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2299999999999997E+01   +2.9797681150961314E+01   +5.8479660919589904E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2350000000000001E+01   +2.9091397864377242E+01   +5.8178888210679254E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2399999999999999E+01   +2.8456742674253562E+01   +5.7870193130261974E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2450000000000003E+01   +2.7886115984086409E+01   +5.7556447563908698E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2500000000000000E+01   +2.7372872377084718E+01   +5.7240425325272788E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2549999999999997E+01   +2.6917046091859355E+01   +5.6928795426944916E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2600000000000001E+01   +2.6518404537141858E+01   +5.6628379529339327E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +4.2649999999999999E+01   +2.6171127086308200E+01   +5.6342305504015073E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
